,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,10934.41,282.21,303.8,272.78,325.1,1138.39,177689.14,625951.15,649704.59,645868.89,1312778.81,,7664316.15,9559981.27,7239801.08,13303621.98
e_1,128.95,11110.52,195.02,260.58,250.84,1413.72,297048.47,1155820.69,602802.92,716024.27,1081630.79,2226874.55,7111035.1,10958892.5,,16521201.48
d_1,167.07,122.29,19106.35,254.2,326.26,1697.37,198703.19,,1216955.53,1102383.55,1310742.85,2780609.84,7285113.07,6617974.04,10794669.01,16293800.61
c_1,189.01,147.92,185.92,20447.18,538.47,1105.81,293664.49,628761.75,,963084.78,1062667.17,2817927.64,6514309.91,9286327.45,10939541.28,17230408.92
b_1,140.73,105.06,275.05,201.16,26226.17,3487.21,273415.18,728731.45,657879.19,971881.46,,1269493.84,8217263.37,8676988.38,7474635.39,15848245.21
a_1,126.4,128.33,189.46,168.77,418.78,170633.17,333470.92,418959.13,619032.71,1118869.25,1299536.49,2307620.0,7966354.56,,,27436302.37
h_1,772.41,555.49,928.63,691.84,1351.24,2761.7,13441443.15,2042488.63,2331996.13,4723046.36,5862832.37,6169351.43,,31625630.47,35765602.32,126162196.93
d_0,806.84,688.85,,2467.96,1451.8,4577.53,1758328.32,17268452.29,2143057.21,5561478.62,8165546.9,11716985.27,41460552.68,31233374.59,45850670.42,83585014.19
c_0,847.35,745.6,1218.35,,993.87,7638.33,1484577.3,3006795.02,19893712.23,3316001.5,16515751.12,10106686.75,33228814.26,44408049.47,54929559.39,82397358.46
g_1,523.85,421.06,1412.27,979.21,890.23,4427.06,883693.49,2144852.45,1734615.72,61714472.44,4417974.42,16178359.17,30092054.44,40037245.68,,
b_0,954.35,1039.84,1139.73,1348.83,,6536.92,1041587.85,2859143.71,3482033.03,4326844.93,58735692.82,13683363.46,19254473.21,82343338.96,42034480.96,55172278.0
f_0,,698.18,1202.54,1334.87,1649.82,4951.8,1183523.3,2057544.51,2843751.56,2846369.8,10706873.01,108835809.13,43756496.76,45049395.63,,110913984.45
h_0,1295.54,1534.57,1941.89,1960.42,2220.13,8181.36,,3788889.71,5479519.59,6337427.49,11238289.93,21286525.02,,48497788.34,59988271.87,179971410.5
a_0,770.17,484.06,769.6,1096.87,1231.83,,1797402.28,2552727.73,3771780.69,5740881.16,6928342.82,22496611.71,44494251.65,533369935.23,,80241613.62
e_0,705.02,,1297.76,1317.86,1513.39,,1581346.25,3038540.97,4163077.73,,6008445.2,,47063973.14,,633997897.63,
g_0,666.07,994.48,2809.14,1611.24,2067.99,7335.42,2170667.84,3850076.75,5861061.81,,10573868.37,36050470.94,43212937.8,87268406.39,,
