,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,2.11,4.38,4.65,3.23,2.66,1.96,2.44,2.41,1.67,1.5,1.78,1.17,1.56,,1.32
f_1,4.7,0.42,4.01,2.7,3.8,3.1,1.3,1.56,1.99,1.77,1.76,,0.92,1.55,1.8,2.04
c_1,3.61,3.56,0.39,4.33,3.38,3.61,1.95,1.0,2.43,,1.68,1.58,1.22,1.54,1.64,1.72
d_1,3.36,4.44,3.47,0.38,3.41,3.28,1.92,,1.3,1.6,1.64,1.6,1.45,1.64,1.55,1.06
b_1,4.13,4.09,2.56,3.65,0.37,4.64,1.75,1.44,1.49,2.04,,1.42,1.47,1.74,1.46,1.23
a_1,4.76,5.53,2.71,3.78,2.32,0.32,2.18,1.82,2.35,1.54,1.32,1.58,1.21,,,1.5
h_1,1.8,2.09,1.67,1.57,2.26,1.83,0.26,0.74,1.55,0.87,0.54,0.95,,0.94,0.66,0.63
d_0,0.89,1.64,1.62,,1.8,1.65,0.88,0.3,0.66,0.9,0.95,0.62,0.71,0.67,0.72,0.67
g_1,1.66,1.8,1.54,1.79,2.28,1.37,0.72,0.96,0.24,1.07,0.93,0.97,0.69,,0.75,
c_0,1.55,1.51,,1.09,1.59,1.68,0.82,0.69,0.64,0.28,0.92,0.9,0.77,0.7,0.95,0.6
b_0,1.58,1.55,2.01,1.77,,2.32,0.97,0.76,0.66,0.39,0.27,0.59,0.51,0.97,0.69,0.97
f_0,1.56,,1.7,1.81,1.64,1.78,0.91,0.69,0.83,0.78,0.79,0.26,0.49,0.55,0.91,0.34
h_0,1.69,1.47,1.6,1.27,1.01,1.55,,0.49,0.67,0.52,0.62,0.62,,0.51,0.46,0.38
a_0,2.19,1.69,1.62,1.43,2.03,,0.63,0.73,,0.77,0.41,0.77,0.8,0.22,0.7,0.49
e_0,,1.54,1.47,1.88,2.12,,1.07,0.69,1.03,0.76,0.93,0.34,0.56,0.65,0.21,
g_0,1.16,1.09,1.17,1.9,1.28,1.3,0.72,0.59,,0.56,0.42,0.79,0.47,0.76,,
