,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.66,1.09,0.94,1.1,1.03,0.93,0.4,0.44,0.36,0.41,0.36,0.42,0.23,0.31,0.34,0.33
e_1,0.77,0.66,1.12,1.23,1.05,0.91,0.5,0.58,0.4,0.48,0.41,0.49,0.33,0.44,0.32,0.45
d_1,1.22,1.31,0.64,1.01,0.91,0.81,0.49,0.35,0.44,0.55,0.43,0.38,0.32,0.37,0.22,0.34
c_1,1.11,0.9,1.29,0.63,1.33,1.15,0.52,0.47,0.45,0.27,0.39,0.4,0.33,0.41,0.31,0.36
b_1,1.34,1.29,1.35,0.76,0.6,1.31,0.53,0.54,0.57,0.41,0.58,0.42,0.41,0.4,0.43,0.43
a_1,1.59,1.47,1.51,1.45,0.76,0.56,0.66,0.63,0.55,0.5,0.67,0.46,0.45,0.58,0.42,0.46
h_1,1.85,1.69,1.73,1.63,1.62,1.46,0.56,0.81,0.56,0.66,0.61,0.61,0.59,0.53,0.55,0.58
g_1,2.05,1.75,1.95,1.87,1.85,1.77,0.66,0.53,0.71,0.67,0.69,0.7,0.47,0.62,0.56,0.72
c_0,2.29,2.13,1.26,2.64,1.88,1.61,0.93,0.88,0.56,0.85,0.83,0.67,0.57,0.68,0.51,0.6
d_0,1.94,1.29,2.17,2.42,1.88,1.99,0.93,1.0,0.77,0.58,0.69,0.75,0.58,0.61,0.55,0.63
b_0,2.12,2.0,1.55,2.59,2.29,1.47,0.89,0.91,0.46,0.85,0.55,0.75,0.57,0.99,0.54,0.63
f_0,2.84,1.99,1.93,1.95,2.12,1.89,0.96,0.7,0.71,0.68,0.71,0.55,0.59,0.61,0.41,0.75
h_0,2.48,2.17,2.08,2.29,1.95,1.77,1.1,1.07,0.79,0.87,0.74,0.85,0.81,0.69,0.64,0.65
a_0,2.62,2.05,2.12,2.23,2.98,2.55,1.14,0.98,0.76,0.95,0.49,0.86,0.67,0.54,0.62,0.85
g_0,2.68,2.38,2.6,2.64,2.02,1.75,0.86,1.28,0.76,0.96,0.82,1.02,0.57,0.86,0.74,0.74
e_0,2.93,2.74,2.43,2.37,2.36,2.09,0.98,0.85,0.81,0.9,0.82,0.51,0.76,0.72,0.76,0.52
