,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.13,2.89,5.48,5.28,6.11,5.33,1.83,1.04,1.44,0.82,0.91,1.24,0.9,0.92,2.73,1.0
f_1,4.58,1.13,4.78,5.14,5.93,4.66,0.99,1.13,1.66,1.04,1.24,1.84,0.48,1.14,0.89,0.81
c_1,4.29,6.04,1.13,8.65,5.52,4.5,1.36,0.63,1.79,2.39,0.99,1.25,0.83,0.98,0.94,0.69
d_1,6.17,5.57,6.12,1.12,6.16,5.62,1.56,4.01,0.94,1.11,1.04,1.12,0.83,1.02,1.24,0.55
b_1,7.81,7.77,3.35,6.26,1.13,8.08,2.26,1.6,2.3,2.15,3.99,1.34,1.34,1.47,1.48,1.22
a_1,11.38,12.21,11.88,9.52,4.14,1.14,2.92,2.06,3.33,1.69,3.11,1.89,1.67,8.24,1.8,1.66
h_1,18.72,22.19,20.27,19.33,18.05,16.91,1.81,3.47,5.52,4.19,3.81,3.56,4.17,4.0,2.96,3.23
d_0,12.46,19.94,22.47,39.59,23.47,24.74,8.17,2.31,8.31,4.78,4.77,4.66,3.7,4.25,5.39,4.13
g_1,25.78,24.01,28.18,18.36,23.47,31.41,5.21,5.32,1.84,4.47,4.8,3.98,2.67,4.81,4.36,5.98
c_0,23.04,23.68,77.33,11.99,27.08,25.7,8.53,8.93,6.53,2.42,5.74,4.58,3.46,4.49,4.46,3.63
b_0,21.19,23.53,39.12,20.8,52.15,20.83,7.25,6.04,6.96,2.78,2.35,4.28,3.48,5.77,4.56,3.32
f_0,24.91,57.85,30.5,25.67,28.44,24.74,10.63,6.26,5.25,6.18,5.37,2.34,3.79,6.73,5.79,2.46
h_0,32.34,34.26,33.59,31.0,28.73,33.54,13.86,7.05,10.49,6.44,7.58,6.84,7.73,6.41,5.46,3.7
a_0,32.63,35.65,39.12,30.71,41.41,98.95,11.58,11.17,11.23,6.06,3.84,6.84,5.12,2.57,6.16,4.33
e_0,65.84,55.14,37.78,37.34,38.05,33.54,8.82,8.38,10.49,8.5,7.04,3.74,5.12,5.94,2.59,4.43
g_0,42.87,39.65,42.63,41.59,40.81,36.65,8.34,10.81,19.39,9.27,8.1,7.54,4.13,8.08,7.61,8.16
