,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,2.5,3.76,3.99,4.4,5.0,1.36,1.51,1.12,0.89,0.88,1.03,0.65,0.84,2.94,0.54
f_1,4.31,0.45,4.18,4.46,4.41,3.86,0.84,1.29,0.91,0.71,0.88,2.97,0.39,0.9,0.74,0.85
d_1,6.0,5.4,0.42,4.53,4.06,3.69,1.25,0.73,4.62,0.84,0.87,0.83,0.9,0.71,0.85,0.47
c_1,3.77,4.87,6.77,0.41,3.63,5.08,1.3,1.21,0.51,3.45,1.04,1.0,0.67,0.98,1.0,0.63
b_1,4.89,4.76,5.94,2.57,0.39,5.86,1.52,2.02,0.9,1.44,2.71,0.89,0.66,1.19,0.96,0.69
a_1,5.42,6.98,6.37,9.6,3.4,0.32,1.62,1.72,1.22,1.72,1.64,1.26,1.17,3.65,0.87,0.95
h_1,4.88,5.37,4.27,4.61,5.65,4.27,0.36,1.39,0.91,0.81,0.96,1.12,1.88,1.16,0.94,0.85
g_1,6.1,7.16,5.93,6.22,5.41,5.41,1.3,0.32,1.01,0.94,0.9,0.9,0.59,0.94,1.32,1.43
d_0,2.53,5.42,20.04,7.3,6.13,6.14,2.07,1.97,0.45,1.13,1.24,1.24,0.74,2.21,1.13,0.85
c_0,5.68,6.34,2.6,28.08,7.93,5.53,1.77,1.74,1.56,0.44,1.33,1.32,0.89,1.2,1.04,1.01
b_0,5.75,5.34,5.0,7.25,18.95,7.5,1.79,1.96,1.25,0.61,0.4,1.01,0.86,1.3,0.99,0.94
f_0,6.52,19.26,5.26,4.83,6.56,4.05,1.7,1.18,1.54,1.2,1.42,0.38,0.96,1.46,1.3,0.62
h_0,6.21,6.61,6.47,8.31,7.72,5.6,5.74,2.25,1.45,1.11,1.26,1.13,2.37,1.33,0.93,1.17
a_0,7.69,7.6,5.24,7.72,11.08,,1.95,2.08,1.48,1.18,0.59,1.8,1.15,0.35,1.63,0.79
e_0,15.98,11.57,6.37,6.1,6.15,9.14,2.01,2.05,1.76,1.18,1.6,0.87,1.06,1.13,0.36,1.01
g_0,8.27,6.42,8.07,8.84,8.89,6.33,1.86,5.76,1.8,1.71,1.78,1.38,0.81,1.53,1.56,2.39
