,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,1.4,1.24,1.17,1.17,1.22,0.53,0.56,0.8,0.6,0.55,1.24,0.39,0.58,0.69,0.55
e_1,0.83,0.41,1.24,1.35,1.3,1.49,0.76,0.79,0.8,0.69,0.55,0.62,0.48,0.61,2.38,0.55
c_1,1.44,1.32,0.4,1.41,1.57,1.26,0.65,0.36,0.59,0.76,0.55,0.56,0.52,0.52,0.48,0.45
d_1,1.51,1.4,1.24,0.39,1.23,1.27,0.64,1.03,0.52,0.58,0.61,0.56,0.52,0.6,0.41,0.39
b_1,1.27,1.47,0.82,1.39,0.37,1.42,0.84,0.61,0.65,0.58,1.0,0.53,0.53,0.55,0.5,0.55
a_1,1.35,1.29,1.32,1.33,0.82,0.31,0.83,0.65,0.88,0.68,0.66,0.74,0.47,1.95,0.61,0.41
h_1,1.09,0.85,1.11,0.97,0.84,0.86,0.26,0.45,0.61,0.4,0.43,0.4,0.55,0.44,0.44,0.37
d_0,1.11,0.5,1.31,1.34,1.17,0.93,0.56,0.27,0.62,0.42,0.44,0.42,0.45,0.41,0.43,0.38
g_1,1.05,0.89,1.21,0.95,1.09,0.89,0.41,0.41,0.23,0.41,0.54,0.47,0.3,0.49,0.4,0.5
c_0,0.96,0.78,2.14,0.66,1.23,0.92,0.48,0.45,0.62,0.26,0.56,0.47,0.46,0.4,0.4,0.41
b_0,0.94,0.94,1.06,0.79,2.52,0.96,0.49,0.41,0.42,0.24,0.25,0.38,0.32,0.6,0.48,0.4
f_0,2.3,0.85,1.01,1.15,0.82,0.67,0.56,0.43,0.32,0.5,0.44,0.23,0.37,0.47,0.55,0.25
h_0,1.08,1.03,0.99,0.83,0.91,1.04,0.8,0.38,0.54,0.37,0.4,0.37,0.62,0.37,0.37,0.41
a_0,1.02,0.99,1.09,0.92,1.06,,0.54,0.45,0.4,0.41,0.23,0.33,0.39,0.21,0.41,0.43
e_0,1.14,,1.12,1.2,1.23,0.75,0.47,0.37,0.5,0.39,0.36,0.2,0.36,0.39,0.21,0.25
g_0,0.87,0.92,1.07,0.91,0.79,1.27,0.54,0.49,0.78,0.46,0.42,0.51,0.29,0.41,0.63,0.64
