,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,10.23,2.02,0.61,0.74,0.56,0.6,0.83,0.79,0.81,0.82,0.9,0.65,0.9,0.91,0.73,0.9
e_1,0.71,10.29,0.59,0.91,0.73,0.6,1.11,0.87,2.2,0.87,1.13,1.08,1.02,0.99,0.75,0.99
d_1,0.67,0.63,13.26,0.48,0.58,0.73,0.93,1.2,0.6,2.56,1.43,1.13,1.23,1.09,1.1,1.14
c_1,0.72,0.6,0.66,11.35,2.07,0.72,0.77,0.7,0.8,0.52,0.45,0.8,0.88,0.76,0.8,0.83
b_1,0.75,0.53,0.65,0.74,13.66,1.98,1.01,0.83,0.91,0.77,0.64,0.93,0.83,0.62,0.93,0.94
a_1,0.77,0.62,0.71,0.72,0.62,19.63,1.22,1.05,1.04,0.92,0.97,0.97,0.83,0.81,1.19,0.94
h_1,1.34,0.75,0.88,0.77,0.63,0.69,2.88,1.64,0.94,0.86,1.1,0.99,0.79,0.91,0.96,1.28
g_1,0.69,0.55,1.87,0.79,0.61,0.74,1.01,3.97,0.73,1.06,1.16,1.73,1.19,1.0,1.18,0.86
d_0,0.81,0.6,0.53,2.6,0.95,0.65,0.87,0.88,1.9,0.55,0.92,0.97,1.09,1.06,1.13,1.11
c_0,0.81,0.72,1.16,0.61,0.5,0.61,1.26,1.48,1.19,2.52,4.14,1.21,1.48,2.07,1.33,1.29
b_0,0.9,0.74,0.98,0.95,0.48,0.48,1.21,1.37,1.09,1.21,2.68,1.18,1.29,3.79,1.43,1.12
f_0,0.64,0.48,1.3,0.92,0.77,0.73,1.08,0.92,1.09,1.09,1.19,2.65,1.4,1.47,3.14,1.24
h_0,1.13,0.74,1.15,0.74,0.65,0.61,0.66,1.44,0.92,1.01,1.12,1.0,0.81,1.13,0.98,1.46
a_0,1.01,0.73,1.22,0.95,0.78,0.52,0.98,1.08,0.9,0.95,1.05,1.29,1.49,2.61,1.41,1.15
e_0,0.86,0.52,1.01,0.75,0.63,0.8,0.96,1.13,1.0,1.36,1.11,1.17,1.48,1.26,3.41,1.31
g_0,0.61,0.63,1.98,0.78,0.73,0.64,0.84,0.94,0.78,1.08,1.02,2.19,0.94,1.13,1.45,0.78
