,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.68,2.13,1.83,2.03,2.15,1.77,0.68,0.73,0.65,1.05,0.66,1.31,0.42,0.71,0.68,0.55
e_1,1.4,0.67,1.88,2.08,2.03,1.93,1.13,0.98,0.72,0.86,0.91,0.93,0.74,0.69,1.47,0.88
d_1,2.45,2.46,0.64,1.91,2.67,1.55,1.04,1.47,0.98,0.58,0.65,0.72,0.64,0.74,0.69,0.46
c_1,2.13,2.31,2.59,0.64,2.32,1.95,0.8,0.51,1.22,0.95,0.68,0.81,0.67,0.73,0.78,0.64
b_1,2.27,2.1,2.0,1.42,0.63,2.89,1.18,0.91,1.0,1.04,2.26,0.78,0.67,0.75,0.69,0.81
a_1,3.4,2.37,3.33,2.79,1.56,0.57,1.08,0.99,0.9,1.45,0.95,0.98,0.68,,0.88,0.59
h_1,3.17,2.62,2.85,2.95,2.05,2.45,0.59,0.81,0.99,1.42,0.81,0.74,1.63,0.8,0.68,0.75
d_0,3.04,1.81,4.49,3.96,2.8,2.48,1.61,0.67,1.22,1.46,0.94,1.0,0.87,0.92,0.94,1.05
c_0,3.1,3.08,1.64,7.2,2.98,2.97,1.26,1.13,0.65,1.37,1.22,0.86,0.94,0.94,0.94,0.76
g_1,2.87,3.1,3.65,2.95,2.77,2.28,1.04,1.1,1.02,0.56,1.09,1.03,0.72,0.94,0.86,1.12
b_0,2.92,2.53,2.98,3.93,3.73,3.32,1.66,1.08,0.71,1.32,0.65,1.07,0.89,1.1,0.88,0.64
f_0,7.15,3.02,2.8,3.3,2.63,2.58,1.66,1.31,1.13,0.97,1.39,0.6,0.97,1.26,1.65,0.71
h_0,3.83,2.8,3.17,3.46,3.04,3.23,2.52,1.17,1.2,1.73,1.24,1.21,1.91,1.01,1.26,1.07
a_0,3.64,3.7,3.0,3.47,4.68,,1.38,1.22,1.23,2.07,0.8,1.11,1.36,0.6,0.97,1.01
e_0,4.0,4.84,3.84,3.46,4.29,2.9,1.76,1.4,1.21,1.54,1.44,0.65,1.07,1.22,0.59,0.98
g_0,4.32,3.13,3.67,3.92,2.99,3.84,1.35,1.52,1.33,,1.62,1.27,0.95,1.85,0.99,1.42
