,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.53,0.83,1.09,0.77,0.85,0.66,0.97,1.68,1.01,0.93,1.13,1.12,1.0,1.15,0.83,1.07
f_1,1.36,1.54,0.93,0.71,0.79,0.69,0.93,1.15,1.02,0.84,1.01,0.71,0.9,1.03,0.6,1.03
c_1,0.83,0.87,1.56,0.95,1.35,0.72,1.11,0.87,0.77,0.97,0.84,0.94,0.81,1.01,0.85,0.92
d_1,0.9,1.13,0.77,1.58,0.84,0.66,1.07,0.88,1.62,0.97,1.06,1.0,1.0,1.08,0.8,0.93
b_1,0.92,0.94,0.79,0.95,1.6,1.27,1.17,1.11,1.08,0.88,0.83,1.0,0.8,1.13,0.8,1.12
a_1,0.96,1.05,1.01,1.1,0.78,1.77,1.17,1.06,1.24,1.1,1.13,1.17,0.82,1.41,1.09,1.18
h_1,1.1,1.34,1.0,1.29,0.96,0.88,1.81,1.15,1.32,1.54,1.25,1.11,1.09,1.16,1.14,1.61
d_0,1.01,1.15,1.83,0.87,1.15,0.87,1.34,1.73,1.09,1.26,1.39,1.22,1.22,1.54,1.21,1.21
c_0,1.18,1.21,1.18,1.09,0.97,0.92,1.4,1.53,1.77,1.36,2.25,1.42,1.49,1.53,1.36,1.48
g_1,1.06,1.19,1.14,1.58,1.03,0.81,1.22,1.21,1.39,1.9,1.33,1.73,1.09,1.4,1.28,1.04
b_0,1.13,1.2,1.3,1.31,0.94,1.0,1.44,1.36,1.2,1.44,1.74,1.27,2.0,1.42,1.27,1.33
f_0,1.05,1.1,1.26,1.29,1.15,0.93,1.48,1.55,1.52,1.12,1.64,1.85,1.34,1.48,2.21,1.21
a_0,1.26,1.4,1.49,1.15,1.16,0.7,1.48,1.65,1.36,1.51,1.28,1.38,1.85,1.59,1.27,1.47
h_0,1.19,1.63,1.32,1.27,1.03,1.01,1.2,1.41,1.32,1.63,1.51,1.42,1.16,1.35,1.21,1.66
e_0,0.89,1.34,1.61,1.43,1.38,1.0,1.47,1.52,1.22,1.31,1.49,1.21,1.24,1.82,1.93,1.47
g_0,1.22,1.14,1.27,1.76,1.19,1.08,1.43,1.44,1.57,1.17,1.54,1.85,1.29,1.46,1.31,1.24
