,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,1.46,1.72,1.51,1.52,1.62,0.33,0.36,0.58,0.35,0.3,0.69,0.17,0.33,0.42,0.28
e_1,0.94,0.43,1.72,1.83,2.0,1.98,0.52,0.42,0.56,0.39,0.34,0.45,0.25,0.36,0.87,0.28
c_1,2.04,1.44,0.42,2.11,1.79,1.66,0.5,0.19,0.46,0.54,0.33,0.3,0.29,0.32,0.29,0.23
d_1,2.18,2.02,1.9,0.4,1.59,1.62,0.48,0.66,0.33,0.33,0.4,0.33,0.26,0.39,0.26,0.17
b_1,2.1,2.26,1.04,2.14,0.39,1.93,0.67,0.5,0.49,0.49,0.95,0.37,0.33,0.4,0.37,0.29
a_1,3.0,2.15,2.57,2.13,1.2,0.33,0.83,0.53,0.81,0.62,0.69,0.65,0.34,1.14,0.46,0.36
h_1,2.66,2.61,3.04,2.95,2.54,2.44,0.33,0.65,0.88,0.51,0.56,0.53,0.51,0.56,0.62,0.41
d_0,3.18,1.67,3.64,4.79,4.09,3.13,0.93,0.39,1.34,0.63,0.59,0.64,0.53,0.67,0.72,0.5
g_1,3.86,3.24,3.71,2.77,3.59,2.95,0.76,0.65,0.29,0.66,0.66,0.59,0.35,0.67,0.51,0.66
c_0,3.21,3.15,6.62,1.76,4.0,3.35,0.86,0.85,1.04,0.35,0.78,0.79,0.64,0.65,0.63,0.53
b_0,3.56,3.34,4.01,2.66,6.95,3.64,0.83,0.67,0.86,0.32,0.34,0.68,0.45,0.88,0.64,0.53
f_0,6.21,3.26,4.14,3.98,3.47,2.84,1.22,0.74,0.53,0.81,0.71,0.32,0.53,0.84,0.76,0.3
h_0,4.6,3.97,3.77,3.36,3.81,3.7,1.64,0.75,1.03,0.71,0.74,0.6,1.04,0.69,0.64,0.63
a_0,3.93,4.01,3.92,3.95,4.8,6.32,1.27,0.81,0.89,0.68,0.38,0.58,0.55,0.32,0.77,0.62
e_0,5.44,5.67,6.07,4.4,5.3,3.09,1.09,0.83,1.07,0.79,0.8,0.33,0.55,0.83,0.32,0.46
g_0,3.89,4.56,4.47,4.22,4.01,4.38,0.99,1.01,1.84,1.03,0.9,1.05,0.5,0.83,0.88,0.91
