,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.51,0.66,0.64,0.78,0.63,0.61,0.84,0.71,1.24,0.63,0.88,0.72,0.81,0.77,0.61,0.8
f_1,1.05,1.51,0.59,0.7,0.52,0.54,0.68,0.69,0.81,0.75,0.44,0.75,0.77,0.58,0.53,0.82
d_1,0.67,0.8,1.54,0.61,0.58,0.49,0.83,0.72,0.49,1.3,0.68,1.02,0.9,0.76,0.65,0.75
c_1,0.66,0.71,0.65,1.56,1.14,0.44,0.76,0.77,0.65,0.44,0.76,0.57,0.82,0.66,0.71,0.7
b_1,0.68,0.78,0.72,0.54,1.62,1.04,0.73,0.85,0.87,0.83,0.85,0.43,0.93,0.63,0.65,0.79
a_1,0.73,0.71,0.86,0.97,0.56,1.76,0.93,0.73,1.0,0.9,0.89,0.83,1.01,0.43,0.81,0.94
h_1,0.83,1.2,0.95,0.88,0.82,0.57,1.76,1.34,1.02,0.94,0.97,0.97,0.95,0.95,0.84,1.19
g_1,0.95,0.83,1.35,0.83,0.77,0.68,0.94,1.79,1.09,1.1,1.33,0.86,0.94,0.99,1.05,0.91
d_0,0.84,1.02,0.67,1.57,0.93,0.68,1.06,0.76,1.56,0.81,0.97,0.95,1.32,0.88,0.94,1.07
c_0,1.09,1.05,1.01,0.72,0.54,0.84,1.12,0.96,1.35,1.65,1.26,1.87,1.21,0.91,0.87,1.22
f_0,0.81,0.82,1.17,0.97,0.89,0.78,1.1,1.02,1.22,0.94,1.72,1.22,1.24,0.8,1.8,0.96
b_0,1.08,1.17,0.89,1.05,0.61,0.72,1.07,1.15,1.26,0.94,1.04,1.68,1.42,1.72,0.77,1.11
h_0,1.03,1.36,1.2,0.96,0.9,0.67,0.7,1.36,0.89,1.2,0.96,0.93,0.95,0.83,0.83,1.35
a_0,0.98,1.04,1.11,1.06,1.0,0.64,1.24,0.93,1.24,1.26,1.22,0.96,1.46,1.69,0.99,0.93
e_0,0.65,1.26,1.16,1.03,0.97,0.64,1.36,1.1,1.27,1.42,0.96,1.34,1.43,0.92,1.77,1.12
g_0,0.96,0.87,1.61,1.0,0.82,0.74,1.16,0.78,1.06,1.08,1.7,1.19,1.27,1.16,1.16,0.88
