,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.89,1.13,1.79,1.75,3.4,21.76,30.5,36.89,29.54,40.04,48.07,88.79,87.41,98.5,155.61
f_1,1.11,1.0,1.09,1.32,1.37,2.97,16.68,24.79,25.41,25.47,35.43,34.76,67.55,73.94,68.16,137.83
d_1,0.9,0.92,1.0,1.11,1.29,2.72,15.3,17.59,23.54,30.4,34.85,29.96,67.92,67.52,67.06,96.94
c_1,0.57,0.74,0.9,1.0,1.47,2.31,16.1,18.22,13.82,17.72,22.34,27.27,59.94,60.53,67.31,99.0
b_1,0.58,0.73,0.79,0.69,1.0,3.08,12.79,16.76,16.19,21.37,24.58,28.68,53.8,51.95,64.36,85.99
a_1,0.29,0.34,0.36,0.44,0.32,1.0,6.94,9.09,8.24,8.83,13.84,12.82,27.08,29.21,26.34,47.45
h_1,0.05,0.06,0.06,0.06,0.07,0.14,1.0,1.51,1.25,1.43,1.83,1.83,4.08,3.73,4.0,8.08
g_1,0.03,0.04,0.06,0.05,0.06,0.1,0.67,1.0,0.92,1.1,1.37,1.76,2.75,3.22,3.55,5.01
d_0,0.03,0.04,0.04,0.07,0.06,0.12,0.83,1.08,1.0,0.94,1.35,1.51,3.28,3.39,3.34,5.42
c_0,0.03,0.04,0.03,0.06,0.05,0.11,0.7,0.9,1.1,1.0,1.73,1.36,2.97,3.25,2.79,4.72
b_0,0.02,0.03,0.03,0.04,0.04,0.07,0.58,0.74,0.75,0.61,1.0,1.03,2.66,2.65,2.17,3.61
f_0,0.02,0.03,0.03,0.04,0.04,0.08,0.55,0.54,0.69,0.73,0.92,1.0,2.21,2.23,2.84,3.11
h_0,0.01,0.01,0.01,0.02,0.02,0.04,0.25,0.36,0.31,0.34,0.4,0.47,1.0,0.95,0.92,1.82
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.26,0.32,0.31,0.31,0.37,0.43,1.08,1.0,1.02,1.68
e_0,0.01,0.02,0.01,0.01,0.02,0.04,0.25,0.27,0.3,0.36,0.47,0.36,1.06,0.96,1.0,1.52
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.12,0.19,0.18,0.21,0.27,0.32,0.54,0.6,0.63,1.0
