,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.14,6.15,11.67,10.17,13.71,11.99,3.39,4.72,2.28,2.85,2.04,3.11,1.69,1.9,10.05,2.16
f_1,12.11,1.14,10.31,11.45,9.13,14.5,2.3,3.95,2.3,2.39,2.22,9.64,1.04,2.23,2.48,1.53
d_1,13.22,10.2,1.13,17.45,12.61,9.92,2.82,1.71,2.04,15.48,2.71,2.1,1.53,1.65,2.45,1.13
c_1,11.25,12.67,17.25,1.14,11.43,11.36,3.65,4.43,9.28,1.17,3.32,2.26,2.11,2.71,2.51,1.96
b_1,18.05,18.1,19.32,7.02,1.14,17.43,4.08,4.27,4.14,3.14,10.24,3.68,2.49,2.79,2.88,2.14
a_1,22.85,32.25,25.81,33.62,9.9,1.15,9.23,7.4,4.17,6.61,6.98,5.32,4.68,29.38,4.09,4.46
h_1,23.44,27.94,18.71,31.62,32.61,21.05,1.9,7.56,4.9,5.68,5.43,4.9,8.35,6.95,5.39,3.8
g_1,31.12,37.74,25.62,30.13,33.85,33.84,7.57,1.89,5.52,7.48,7.3,6.35,3.61,9.79,5.39,9.92
c_0,29.83,34.45,17.25,138.87,39.91,35.96,9.23,8.25,2.65,7.4,6.05,5.82,5.46,6.37,5.03,5.33
d_0,15.97,41.26,117.87,31.62,37.66,32.57,11.97,13.55,7.91,2.62,6.48,5.7,5.39,6.82,5.17,4.64
b_0,29.83,32.25,29.97,39.92,133.7,47.94,9.04,13.55,4.22,7.65,2.55,6.14,5.92,7.21,6.31,4.52
f_0,36.1,104.35,31.29,40.95,53.48,39.23,15.54,7.11,7.03,7.32,7.22,2.6,5.61,9.32,7.02,3.47
h_0,49.45,54.58,57.03,53.23,63.67,32.57,40.27,13.55,9.94,11.74,8.36,8.73,19.36,8.68,9.54,8.11
a_0,55.54,72.41,53.58,51.52,74.28,,18.08,15.96,11.6,10.64,6.17,9.98,7.61,3.06,11.63,6.61
e_0,138.85,77.13,57.97,55.07,59.42,59.52,19.69,16.32,9.94,9.73,8.14,4.37,6.09,12.73,2.76,9.39
g_0,49.45,82.51,62.04,66.54,86.26,46.65,12.84,34.19,11.23,12.61,13.23,13.0,7.22,12.32,9.54,18.79
