,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.21,0.04,0.03,0.03,0.03,0.02,0.05,0.04,0.06,0.13,0.06,0.05,0.04,0.06,,0.05
f_1,0.05,2.22,0.03,0.02,0.03,0.02,0.05,0.04,0.07,0.06,0.06,,0.05,0.07,0.04,0.06
d_1,0.02,0.04,2.25,0.02,0.03,0.02,0.06,0.06,0.11,,0.06,0.06,0.05,0.06,0.04,0.06
c_1,0.04,0.02,0.03,2.46,0.05,0.02,0.05,0.05,,0.08,0.07,0.07,0.03,0.08,0.05,0.06
b_1,0.04,0.02,0.04,0.03,2.59,0.05,0.06,0.05,0.05,0.05,,0.05,0.04,0.09,0.04,0.07
a_1,0.03,0.03,0.02,0.04,0.02,3.1,0.07,0.04,0.07,0.07,0.07,0.04,,0.08,,0.06
h_1,0.11,0.17,0.11,0.1,0.07,0.06,2.56,0.25,0.25,0.24,0.27,0.2,0.22,,0.18,0.22
g_1,0.09,0.12,0.16,0.13,0.08,0.08,0.16,2.78,0.24,0.23,0.15,0.33,0.13,0.32,0.19,
c_0,0.17,0.14,0.15,,0.11,0.09,0.31,0.31,2.03,0.25,0.51,0.29,0.17,0.33,0.23,0.46
d_0,0.14,0.1,,0.27,0.14,0.1,0.26,0.31,0.29,2.07,0.29,0.32,0.25,0.48,0.23,0.25
b_0,0.14,0.12,0.15,0.12,,0.09,0.31,0.3,0.24,0.26,2.07,0.3,0.55,0.43,0.27,0.44
f_0,0.12,,0.15,0.14,0.12,0.11,0.35,0.17,0.25,0.31,0.34,2.26,0.22,0.47,,0.39
a_0,0.16,0.16,0.2,0.13,0.08,,0.36,0.24,0.28,0.23,0.21,0.29,2.53,0.4,,0.31
h_0,0.22,0.33,0.23,0.23,0.22,0.1,,0.49,0.4,0.56,0.34,0.26,0.51,,0.25,0.72
e_0,,0.17,0.13,0.11,0.12,,0.39,0.27,0.26,0.33,0.29,,,0.5,2.83,0.32
g_0,0.2,0.23,0.26,0.17,0.18,0.12,0.47,,0.74,0.25,0.47,0.67,0.45,0.42,0.34,
