,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.65,0.68,0.92,1.09,0.96,0.84,0.45,0.46,0.44,0.35,0.41,0.35,0.28,0.32,0.37,0.3
f_1,1.05,0.65,0.88,0.93,0.89,0.8,0.36,0.44,0.38,0.3,0.36,0.32,0.23,0.27,0.27,0.28
d_1,1.05,1.06,0.63,0.89,1.04,0.9,0.42,0.32,0.43,0.42,0.34,0.37,0.29,0.31,0.34,0.21
c_1,0.83,1.08,1.21,0.63,1.04,0.92,0.51,0.42,0.26,0.41,0.35,0.31,0.3,0.37,0.31,0.28
b_1,1.0,1.15,1.04,0.75,0.62,1.08,0.49,0.49,0.37,0.47,0.4,0.46,0.33,0.32,0.35,0.31
a_1,1.24,1.36,1.16,1.2,0.78,0.57,0.57,0.53,0.54,0.42,0.47,0.54,0.42,0.69,0.39,0.37
h_1,1.53,1.66,1.51,1.43,1.48,1.33,0.54,0.78,0.59,0.51,0.53,0.52,0.46,0.48,0.51,0.42
g_1,1.65,1.66,1.79,1.78,1.55,1.39,0.64,0.52,0.63,0.59,0.64,0.58,0.4,0.58,0.55,0.47
d_0,1.23,1.7,2.06,2.05,1.68,1.41,0.85,0.95,0.54,0.56,0.63,0.65,0.54,0.6,0.65,0.58
c_0,1.94,2.05,1.2,2.14,1.64,1.59,0.84,0.75,0.92,0.55,0.67,0.8,0.52,0.65,0.65,0.49
f_0,1.66,2.11,1.84,1.83,1.6,1.43,0.76,0.61,0.72,0.63,0.53,0.65,0.5,0.57,0.73,0.38
b_0,1.88,1.9,1.6,2.25,1.79,1.35,0.79,0.82,0.76,0.4,0.68,0.53,0.54,0.77,0.62,0.54
h_0,2.03,2.17,1.94,1.99,1.85,1.56,1.04,0.89,0.78,0.7,0.69,0.66,0.65,0.57,0.62,0.57
a_0,2.29,2.15,1.94,2.11,2.18,1.84,0.98,0.86,0.84,0.63,0.82,0.52,0.64,0.52,0.66,0.67
e_0,2.21,2.73,2.07,2.19,1.94,1.87,0.91,0.82,0.73,0.69,0.49,0.71,0.57,0.64,0.51,0.54
g_0,2.12,2.31,2.31,2.29,2.11,1.9,0.87,0.98,0.78,0.75,0.87,0.7,0.54,0.61,0.74,0.66
