,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.12,2.3,4.7,4.91,5.5,4.17,1.24,1.15,1.49,0.99,0.93,1.07,0.63,0.92,2.17,0.68
f_1,3.96,1.12,3.2,5.05,5.25,4.2,0.87,1.08,1.46,0.81,0.85,1.8,0.46,0.89,0.72,0.77
d_1,6.18,4.89,1.11,6.2,4.56,4.05,1.31,1.94,0.83,0.84,0.85,1.09,0.72,0.83,0.84,0.43
c_1,4.01,5.65,7.04,1.12,4.77,4.59,1.54,0.56,2.12,1.92,1.17,1.09,0.7,1.04,0.97,0.71
b_1,5.52,6.67,7.53,2.63,1.13,7.27,1.76,1.1,1.51,1.84,3.3,0.94,0.73,1.31,0.89,0.82
a_1,9.38,8.68,8.07,8.61,3.7,1.14,2.81,1.85,2.05,1.66,1.79,1.35,1.21,3.22,2.07,1.21
h_1,16.0,16.29,14.45,16.93,14.31,13.63,1.77,3.97,4.62,2.99,3.17,3.2,4.13,2.87,2.7,2.58
d_0,9.65,19.8,26.53,17.91,18.8,16.33,4.99,2.14,6.65,3.29,3.38,3.51,2.76,3.0,3.45,2.94
g_1,19.36,22.82,21.72,20.52,18.93,16.87,4.08,5.05,1.72,4.34,4.03,3.79,2.39,4.19,3.32,3.84
c_0,21.13,18.96,10.48,53.41,21.96,23.39,6.81,6.77,5.72,2.23,4.09,4.38,3.35,4.37,3.81,2.94
b_0,19.77,23.42,17.59,31.29,45.67,19.79,6.09,5.09,7.09,2.36,2.16,4.27,3.9,3.53,4.02,3.21
f_0,23.7,39.37,25.9,24.2,19.71,18.71,7.38,5.68,4.15,4.78,4.66,2.18,3.94,4.67,3.81,2.56
h_0,27.39,33.49,28.39,28.95,28.77,23.66,13.86,5.9,8.93,6.35,5.32,5.39,7.33,4.67,4.41,4.25
a_0,22.96,34.45,32.37,35.61,38.88,58.8,9.8,6.65,8.69,5.36,3.55,6.14,5.38,2.5,5.57,4.01
e_0,52.07,41.66,30.83,35.61,35.09,30.72,10.72,7.45,8.36,6.84,6.13,3.28,4.72,7.05,2.74,4.71
g_0,37.72,39.37,33.37,40.23,31.62,31.66,6.87,7.45,16.3,5.98,5.81,7.63,4.05,6.18,5.57,8.4
