,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.06,2.53,2.04,2.1,2.16,1.77,0.65,0.64,0.71,0.58,0.62,0.83,0.39,0.61,0.59,0.53
e_1,1.48,1.06,2.23,2.59,2.39,1.85,1.05,0.74,0.97,0.67,0.61,0.68,0.52,0.59,0.58,1.04
d_1,2.51,2.74,1.06,2.18,2.14,1.87,0.9,1.3,0.56,0.76,0.67,0.6,0.53,0.58,0.38,0.57
c_1,2.59,1.84,3.3,1.06,2.51,2.03,0.86,0.46,0.98,0.9,0.67,0.69,0.58,0.67,0.45,0.65
b_1,2.97,2.8,2.84,1.76,1.06,3.03,1.18,0.92,1.16,1.1,1.28,0.7,0.57,0.65,0.65,0.76
a_1,4.39,4.37,3.33,3.6,2.1,1.07,1.69,1.29,1.36,1.2,1.34,1.11,1.03,1.5,0.71,0.94
h_1,6.98,5.08,5.43,5.77,5.32,3.82,1.31,1.61,2.26,1.61,1.33,1.31,1.68,1.37,1.43,1.06
d_0,7.03,4.28,10.76,9.49,6.78,5.85,2.86,1.54,3.21,2.05,1.89,1.95,1.95,1.65,1.76,2.1
g_1,9.1,6.96,8.09,6.48,6.26,5.77,2.29,2.54,1.35,2.3,1.98,2.12,1.19,1.62,2.09,1.72
c_0,10.08,6.95,4.34,12.95,6.28,5.82,2.74,2.56,2.45,1.5,2.38,1.76,1.73,2.12,1.72,1.89
b_0,8.99,8.03,7.16,9.69,13.08,5.23,3.68,2.84,2.69,1.46,1.57,2.15,1.87,2.45,1.75,1.7
f_0,12.75,8.08,8.39,8.03,8.83,7.39,4.17,2.57,2.25,2.44,2.41,1.61,2.16,2.09,1.33,2.81
h_0,10.98,10.34,9.3,8.54,9.89,8.0,5.26,2.89,3.99,2.88,2.87,2.48,2.8,2.3,2.29,2.14
a_0,10.18,10.38,10.51,9.87,12.22,9.73,4.38,3.5,4.06,2.52,1.78,2.75,2.66,1.64,2.12,2.86
g_0,10.57,10.32,11.65,12.83,10.32,9.97,3.25,2.91,4.98,2.96,3.05,3.45,2.02,2.89,3.1,3.16
e_0,11.61,14.98,10.71,10.57,9.95,10.51,4.98,3.31,4.28,3.09,3.03,1.95,3.09,3.57,2.49,1.57
