,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,7675.41,4314.41,4341.89,5442.51,6912.75,32556.58,4597333.43,8986494.0,13571980.6,12889708.36,18852317.24,19670616.72,108419196.84,95195570.21,105151798.15,330799347.76
e_1,2313.49,9103.27,3571.96,7088.25,8314.73,34121.8,4710197.83,6620144.32,13428613.75,28815788.58,22230694.67,45490506.33,127314986.15,129385401.87,117254467.19,398011026.5
d_1,2235.23,2279.62,19082.59,4506.22,7464.34,43675.9,5016693.59,11525429.11,27458785.07,6388303.26,27236371.03,51414373.09,112190299.34,113098020.73,175676021.38,371559633.03
c_1,2076.03,2042.99,4525.26,25021.87,15257.79,40681.31,4016308.69,9284780.41,6504659.85,13487381.67,17034348.07,48006953.43,116056533.15,103681028.1,210522887.3,296247119.58
b_1,2154.25,2010.8,4041.31,6284.57,41649.26,74474.21,4071171.3,9879800.43,13565939.14,13150459.62,12793069.48,42069459.36,123182597.31,82841527.2,175750214.57,290577168.37
a_1,2378.19,2027.94,4792.66,5521.82,8365.03,287423.42,5723287.25,12187905.02,14763050.68,15400860.68,26984763.79,46057844.69,116279644.64,75103556.28,199178732.57,371062797.15
h_1,3609.38,2885.17,5109.12,7008.09,7571.58,43014.15,14744203.59,17875803.88,17405188.18,16134738.08,29241173.48,47743055.56,99648526.64,152523883.97,276208886.7,524347478.69
g_1,2126.64,2446.06,9349.88,5841.09,9926.87,51931.71,4557349.37,37268507.78,22736005.51,9914840.15,33084299.13,94798018.29,140985196.32,138816765.7,295515575.69,376214748.48
c_0,3112.28,2976.7,6342.35,4901.86,7489.99,40047.65,6568307.4,12944547.64,32468694.74,18350224.52,57041895.06,71022727.27,160425537.5,176231840.47,278764225.44,498414233.93
d_0,2893.29,2858.32,3181.15,13511.44,9944.39,36053.22,6508609.26,11336332.65,10304215.95,32003328.64,30379293.54,44221698.11,159960562.37,137337906.56,229305490.85,380582989.39
b_0,3063.14,2993.29,6575.9,7167.24,5260.25,40227.8,6634636.91,13108922.84,17047773.62,16646290.13,58274800.58,57565789.47,146030982.29,275506299.89,277698074.54,470446134.87
f_0,1462.12,2412.0,6300.35,6398.0,11126.67,60736.8,5802505.51,13655127.96,16948658.65,20883375.07,38046944.0,142578125.0,178549918.63,183908606.25,633596238.89,454833984.37
h_0,3758.5,2957.06,6150.19,5782.87,11292.99,46907.29,2805266.4,14078795.42,15460988.0,14792501.64,26214766.86,49224343.68,91235479.79,146369165.84,237701390.13,475742094.27
a_0,3192.91,2683.66,6455.29,7810.08,11044.74,23761.5,6156387.45,10867500.8,18148822.74,18832454.68,30170138.07,51003886.01,175707975.24,365911423.84,202732366.23,467232027.2
e_0,2827.68,1797.49,7098.98,6898.22,10226.65,38651.24,5879294.37,17401225.02,16887552.38,20766282.58,33572268.15,75589970.5,156417322.23,224767667.82,765968438.67,448008849.56
g_0,2353.66,2602.43,9250.86,7395.85,10394.65,40946.16,5509718.53,8602730.62,17184056.69,16260337.84,29362315.48,83984375.0,142583028.54,142287184.84,294566672.47,274383544.92
