,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.23,0.29,0.32,0.19,0.14,0.13,0.39,0.95,0.36,0.4,0.45,0.46,0.51,0.35,0.11,0.5
f_1,0.39,2.29,0.26,0.2,0.18,0.21,0.34,0.47,0.37,0.44,0.43,0.13,0.59,0.31,0.26,0.37
c_1,0.24,0.24,2.31,0.24,0.38,0.13,0.34,0.54,0.36,0.07,0.36,0.43,0.64,0.36,0.36,0.4
d_1,0.21,0.21,0.17,2.37,0.25,0.17,0.51,0.12,0.42,0.96,0.46,0.45,0.63,0.38,0.37,0.56
b_1,0.23,0.2,0.23,0.24,2.53,0.37,0.3,0.48,0.3,0.43,0.07,0.45,0.6,0.35,0.41,0.47
a_1,0.31,0.24,0.2,0.22,0.17,2.98,0.39,0.4,0.32,0.45,0.56,0.39,0.64,0.11,0.39,0.62
h_1,0.33,0.64,0.3,0.46,0.31,0.23,3.03,0.82,0.91,0.84,0.69,0.77,0.3,0.65,0.37,1.04
d_0,0.39,0.44,0.76,0.09,0.38,0.26,0.79,2.05,0.56,0.65,0.85,0.74,0.84,0.78,0.76,0.68
g_1,0.35,0.38,0.33,0.61,0.33,0.27,0.59,0.69,3.17,0.88,0.89,1.2,0.91,0.6,0.6,0.48
c_0,0.41,0.48,0.17,0.5,0.35,0.29,0.84,0.79,0.65,2.3,1.79,0.82,1.23,0.64,0.83,0.87
b_0,0.44,0.42,0.43,0.49,0.13,0.28,0.63,0.92,0.67,0.84,2.5,0.88,1.09,1.4,0.91,0.89
f_0,0.34,0.2,0.47,0.45,0.42,0.34,0.77,1.09,0.6,0.78,1.01,2.51,1.08,0.53,1.57,1.27
h_0,0.35,0.58,0.42,0.37,0.34,0.25,0.39,0.92,0.94,0.85,0.85,0.91,0.41,0.73,0.63,1.08
a_0,0.45,0.44,0.45,0.5,0.31,,0.72,1.15,0.5,1.03,0.65,0.75,1.03,2.82,0.76,0.84
e_0,0.11,0.41,0.52,0.45,0.39,0.44,0.86,0.97,0.58,0.74,0.91,0.68,1.12,0.65,2.86,1.25
g_0,0.34,0.32,0.34,0.71,0.41,0.32,0.59,0.66,0.23,0.78,0.88,1.15,0.97,0.65,0.72,0.37
