,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.65,1.07,0.91,0.96,0.87,0.69,0.33,0.43,0.32,0.33,0.33,0.33,0.22,0.29,0.25,0.3
e_1,0.68,0.65,0.98,1.11,0.95,0.89,0.43,0.47,0.33,0.41,0.39,0.43,0.29,0.33,0.35,0.3
d_1,1.05,1.04,0.64,0.9,1.0,0.8,0.43,0.32,0.38,0.44,0.34,0.34,0.27,0.37,0.31,0.21
c_1,0.95,0.81,1.19,0.63,1.12,0.85,0.5,0.45,0.43,0.24,0.33,0.39,0.27,0.33,0.32,0.26
b_1,1.19,1.07,1.1,0.67,0.62,1.18,0.5,0.44,0.48,0.38,0.42,0.41,0.32,0.33,0.43,0.28
a_1,1.45,1.23,1.35,1.14,0.71,0.56,0.57,0.55,0.52,0.5,0.57,0.43,0.44,0.44,0.42,0.32
h_1,1.72,1.68,1.53,1.53,1.48,1.23,0.53,0.7,0.57,0.62,0.56,0.55,0.5,0.5,0.46,0.49
g_1,1.8,1.64,1.73,1.7,1.72,1.43,0.69,0.51,0.66,0.6,0.68,0.67,0.43,0.59,0.53,0.47
c_0,2.05,1.88,1.23,2.04,1.56,1.52,0.79,0.69,0.53,0.92,0.7,0.57,0.52,0.62,0.56,0.46
d_0,1.7,1.27,2.07,2.08,1.74,1.46,0.85,1.0,0.58,0.55,0.67,0.66,0.52,0.56,0.56,0.54
b_0,1.9,1.59,1.65,2.36,1.98,1.47,0.85,0.67,0.46,0.65,0.52,0.58,0.55,0.68,0.58,0.48
f_0,2.55,1.77,1.84,1.89,1.71,1.59,0.92,0.58,0.75,0.72,0.71,0.51,0.53,0.64,0.67,0.39
h_0,2.3,1.91,2.02,2.19,1.86,1.51,1.0,0.87,0.76,0.7,0.67,0.68,0.67,0.63,0.63,0.58
a_0,2.1,1.92,1.92,2.05,2.24,2.09,1.01,0.88,0.68,0.76,0.49,0.7,0.59,0.52,0.61,0.61
e_0,2.86,2.36,2.23,2.24,1.95,1.74,1.08,0.99,0.79,0.82,0.72,0.5,0.57,0.74,0.51,0.51
g_0,2.36,2.28,2.26,2.55,2.48,2.41,0.88,1.06,0.85,0.85,0.85,0.84,0.56,0.69,0.72,0.66
