,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.28,1.0,0.59,0.55,0.48,0.31,0.9,1.11,0.86,1.12,1.06,0.47,1.53,0.99,1.21,0.63
e_1,0.66,2.31,0.51,0.65,0.5,0.42,0.98,2.23,0.95,1.09,1.3,1.27,1.51,0.88,1.45,0.62
d_1,0.73,0.56,2.38,0.41,0.51,0.39,1.02,0.5,0.99,2.27,1.32,1.12,1.47,1.23,1.26,1.01
c_1,0.57,0.53,0.57,2.43,1.0,0.38,0.95,0.97,0.85,0.44,0.81,1.25,1.27,0.97,1.23,0.82
b_1,0.57,0.54,0.52,0.62,2.55,0.93,1.05,1.23,0.84,0.99,0.53,1.01,1.1,0.64,1.25,0.91
a_1,0.64,0.62,0.59,0.63,0.42,3.14,1.48,1.25,1.0,1.0,1.38,0.91,1.63,0.56,1.1,0.94
h_1,0.97,0.68,0.82,0.74,0.58,0.41,3.09,1.09,1.45,1.11,1.41,1.15,1.12,0.94,2.12,1.07
d_0,0.66,0.6,0.34,1.43,0.78,0.59,1.35,2.73,0.9,0.95,1.42,1.4,1.44,0.88,1.88,1.5
g_1,0.73,0.67,1.19,0.55,0.59,0.41,1.11,1.2,3.38,1.68,1.33,2.36,1.98,1.3,1.01,1.09
c_0,0.81,0.83,0.76,0.5,0.49,0.54,1.15,1.35,1.17,2.81,2.96,1.6,2.15,1.38,1.7,1.19
b_0,0.78,0.76,0.89,0.76,0.38,0.41,1.35,1.34,1.08,1.55,2.76,1.28,2.1,2.4,1.56,1.39
f_0,0.47,0.55,0.83,0.8,0.73,0.51,1.33,1.67,1.24,1.53,1.81,2.95,2.0,1.47,1.52,2.84
h_0,1.03,0.75,0.82,0.64,0.62,0.44,0.75,1.29,1.43,1.38,1.51,1.19,0.98,1.21,2.03,1.12
a_0,0.68,0.8,0.88,0.76,0.69,0.4,1.48,1.3,1.14,1.18,1.41,1.36,1.68,2.94,2.05,0.9
g_0,0.65,0.59,1.15,0.84,0.56,0.45,1.34,1.37,0.74,1.32,1.58,2.23,1.47,1.14,1.17,1.26
e_0,0.74,0.37,0.72,0.86,0.78,0.6,1.3,1.47,1.12,1.35,1.83,1.63,2.48,1.18,1.87,3.29
