,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.46,1.35,1.81,1.3,1.48,1.33,2.7,4.92,3.03,2.79,3.59,3.63,3.61,4.17,3.21,4.24
f_1,2.17,2.5,1.54,1.19,1.37,1.4,2.55,3.36,3.04,2.54,3.19,2.28,3.21,3.72,2.34,4.06
c_1,1.32,1.4,2.56,1.58,2.33,1.45,3.04,2.53,2.28,2.89,2.64,3.0,2.88,3.64,3.28,3.62
d_1,1.43,1.81,1.26,2.61,1.44,1.32,2.92,2.52,4.78,2.89,3.3,3.19,3.55,3.86,3.07,3.64
b_1,1.44,1.49,1.27,1.56,2.72,2.5,3.16,3.16,3.15,2.59,2.56,3.14,2.81,4.02,3.03,4.32
a_1,1.43,1.58,1.55,1.71,1.26,3.32,3.0,2.87,3.43,3.08,3.32,3.51,2.72,4.75,3.91,4.35
h_1,1.47,1.83,1.39,1.81,1.39,1.49,4.18,2.8,3.3,3.88,3.31,3.0,3.28,3.53,3.72,5.31
d_0,1.33,1.54,2.48,1.2,1.63,1.45,3.04,4.15,2.66,3.11,3.62,3.24,3.59,4.6,3.86,3.92
c_0,1.54,1.6,1.59,1.49,1.37,1.52,3.16,3.65,4.3,3.34,5.79,3.75,4.37,4.51,4.3,4.76
g_1,1.38,1.57,1.53,2.15,1.45,1.33,2.74,2.86,3.38,4.64,3.41,4.53,3.18,4.14,4.03,3.34
b_0,1.44,1.56,1.72,1.76,1.31,1.62,3.18,3.19,2.87,3.47,4.4,3.28,5.75,4.12,3.96,4.22
f_0,1.34,1.42,1.66,1.72,1.58,1.5,3.24,3.59,3.61,2.68,4.11,4.74,3.81,4.26,6.8,3.79
a_0,1.55,1.74,1.89,1.48,1.55,1.08,3.13,3.69,3.12,3.48,3.1,3.4,5.1,4.43,3.77,4.45
h_0,1.45,2.02,1.67,1.63,1.37,1.56,2.53,3.14,3.0,3.74,3.65,3.51,3.17,3.73,3.59,5.02
e_0,1.06,1.62,1.99,1.79,1.79,1.51,3.02,3.32,2.73,2.95,3.51,2.92,3.33,4.93,5.6,4.33
g_0,1.45,1.37,1.56,2.19,1.53,1.62,2.93,3.13,3.48,2.61,3.6,4.44,3.43,3.93,3.77,3.64
