,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.96,1.15,0.93,0.92,0.76,0.67,0.95,0.58,0.64,0.68,0.64,0.58,0.59,0.58
f_1,1.28,1.0,0.86,0.99,0.94,0.68,0.54,0.68,0.67,0.58,0.58,0.59,0.5,0.53,0.5,0.56
d_1,1.01,1.16,1.0,0.9,0.88,0.83,0.75,0.58,0.67,0.85,0.71,0.6,0.61,0.57,0.52,0.46
c_1,0.89,0.99,1.14,1.0,1.37,0.84,0.65,0.7,0.49,0.55,0.53,0.55,0.61,0.53,0.56,0.59
b_1,1.07,1.04,1.12,0.73,1.0,1.3,0.81,0.8,0.65,0.85,0.6,0.62,0.68,0.59,0.6,0.6
a_1,1.09,1.48,1.23,1.19,0.78,1.0,0.92,0.79,0.74,0.82,0.91,0.82,0.66,0.68,0.71,0.69
h_1,1.36,1.83,1.29,1.53,1.23,1.09,1.0,1.06,0.87,0.84,0.88,0.83,0.89,0.69,0.79,0.97
g_1,1.49,1.5,1.74,1.44,1.26,1.26,0.91,1.0,0.87,0.97,0.98,1.03,0.71,0.85,0.71,0.78
d_0,1.04,1.48,1.5,2.05,1.63,1.3,1.14,1.08,1.0,0.84,0.87,0.96,0.94,0.84,0.94,0.91
c_0,1.72,1.72,1.16,1.88,1.18,1.24,1.21,1.0,1.24,1.0,1.42,1.1,0.94,0.95,0.97,0.87
b_0,1.55,1.77,1.35,1.93,1.54,1.07,1.15,1.03,1.13,0.73,1.0,0.92,1.1,1.44,0.9,0.91
f_0,1.46,1.64,1.62,1.82,1.58,1.22,1.18,0.94,1.0,0.91,1.02,1.0,0.98,0.95,1.32,0.78
h_0,1.57,1.99,1.62,1.66,1.44,1.4,1.09,1.37,1.03,1.01,0.95,0.96,1.0,0.97,0.92,1.01
a_0,1.66,1.94,1.71,1.91,1.66,1.47,1.41,1.25,1.16,1.09,0.72,1.0,0.99,1.0,0.99,0.87
e_0,1.78,2.1,1.86,1.69,1.74,1.33,1.39,1.39,1.04,1.1,1.15,0.74,1.09,1.05,1.0,1.0
g_0,1.75,1.78,2.15,1.74,1.63,1.47,1.03,1.2,1.02,1.17,1.14,1.25,0.99,1.09,1.03,1.0
