,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.78,2.43,1.06,1.22,1.18,1.06,4.73,5.16,3.76,4.52,5.96,2.5,9.22,5.81,4.71,8.66
e_1,1.46,5.92,1.76,0.95,1.28,1.16,4.6,10.92,4.69,5.81,6.04,6.49,8.52,5.76,2.7,9.78
c_1,1.18,1.09,6.44,1.15,2.56,1.5,4.63,5.45,4.18,1.55,4.18,6.0,8.59,7.03,6.97,9.23
d_1,1.49,1.05,1.03,6.71,1.14,1.06,5.19,3.1,5.33,13.03,8.61,6.19,10.57,7.57,7.79,9.73
b_1,1.28,1.13,1.4,1.1,7.36,2.75,5.17,5.7,4.09,5.07,1.92,7.3,8.36,5.19,7.21,7.55
a_1,1.33,1.37,1.4,1.54,1.1,11.13,4.28,6.45,6.13,5.49,4.75,7.04,10.27,2.91,5.26,7.91
h_1,2.28,1.57,1.43,1.88,1.16,1.3,16.59,5.56,7.56,6.92,6.8,5.9,5.97,7.12,7.46,14.8
d_0,1.7,1.57,2.92,0.83,1.57,1.52,5.72,14.14,5.44,5.78,8.23,6.0,9.5,7.54,7.23,10.37
g_1,1.29,1.17,1.59,2.81,1.43,1.35,4.79,6.45,20.36,7.58,7.41,13.49,9.63,6.42,9.29,6.96
c_0,1.9,1.35,1.09,1.93,1.23,1.47,5.92,8.93,6.61,17.14,16.23,7.46,14.29,9.2,8.54,11.6
b_0,1.77,1.75,1.73,1.86,0.6,0.78,6.04,8.4,7.34,9.89,19.69,8.09,14.0,16.54,7.83,12.12
f_0,0.95,1.45,1.82,2.1,1.45,1.51,5.6,7.27,6.3,6.93,7.49,20.14,12.63,7.82,17.25,13.38
h_0,2.35,1.58,1.47,2.04,1.47,1.43,3.29,6.09,7.76,6.93,6.95,7.06,6.7,7.64,8.47,15.84
a_0,1.71,1.8,1.86,1.86,1.27,0.56,6.81,6.13,6.13,6.72,6.71,7.82,10.84,23.0,9.67,11.7
e_0,1.7,0.63,1.84,2.19,1.85,1.13,6.69,7.65,5.83,7.23,9.2,6.82,13.13,9.5,24.38,12.96
g_0,1.7,1.17,1.75,2.41,1.53,2.01,4.71,5.18,3.81,6.85,6.5,11.2,13.05,8.69,8.46,6.94
