,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.37,0.23,0.23,0.25,0.27,0.26,0.57,0.49,1.02,0.65,0.67,0.73,0.75,0.63,,0.61
f_1,0.42,2.38,0.27,0.34,0.27,0.21,0.41,0.47,0.57,0.66,0.61,,0.7,0.75,0.68,0.87
d_1,0.27,0.3,2.51,0.24,0.24,0.29,0.73,0.5,,0.98,0.6,0.55,0.9,0.63,0.48,0.58
c_1,0.29,0.24,0.28,2.57,0.45,0.32,0.4,0.62,0.61,,0.64,0.62,0.8,0.49,0.66,0.89
b_1,0.28,0.26,0.29,0.26,2.68,0.37,0.55,0.63,0.64,0.59,,0.57,0.79,0.71,0.73,0.67
a_1,0.29,0.28,0.28,0.21,0.29,3.24,0.58,0.55,0.67,0.65,0.47,0.98,0.66,,,0.62
h_1,0.48,0.79,0.53,0.73,0.53,0.4,3.83,1.43,0.96,1.03,1.14,0.88,,0.98,1.37,1.96
g_1,0.47,0.54,0.76,0.45,0.5,0.66,0.62,4.14,1.22,1.35,1.3,1.74,1.48,,,
d_0,0.55,0.71,,0.91,0.64,0.56,1.34,0.88,3.49,1.12,1.52,1.44,1.58,1.41,1.58,2.08
c_0,0.65,0.6,0.54,,0.57,0.59,1.45,1.39,1.54,3.5,2.31,1.7,1.51,1.3,1.05,1.5
b_0,0.64,0.59,0.6,0.54,,0.56,1.31,1.3,1.06,1.06,3.85,1.26,1.99,2.6,1.72,2.16
f_0,0.52,,0.7,0.62,0.63,0.52,1.51,1.08,1.58,1.27,1.94,3.89,1.78,,2.45,1.54
h_0,0.71,1.04,0.71,0.77,0.74,0.92,,1.68,2.0,1.83,1.28,1.84,,1.22,1.15,2.36
a_0,0.68,0.56,0.57,0.87,0.47,,1.39,,1.1,1.46,1.08,,2.61,4.71,,2.05
e_0,,0.47,0.79,0.63,0.49,,1.66,,0.99,1.85,1.05,1.35,2.19,,4.91,
g_0,0.88,0.82,1.18,0.55,0.9,0.87,1.35,,1.37,1.85,1.24,1.63,1.95,1.59,,
