,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.8,0.92,1.11,0.97,0.96,0.74,0.82,0.72,0.63,0.6,0.77,0.59,0.59,0.62,0.59
f_1,1.28,1.0,0.91,1.04,0.91,0.76,0.58,0.7,0.69,0.61,0.6,0.57,0.51,0.52,0.57,0.41
d_1,1.08,1.09,1.0,0.89,0.91,0.82,0.7,0.72,0.58,0.84,0.74,0.59,0.61,0.58,0.45,0.58
c_1,0.9,1.01,1.1,1.0,1.24,0.87,0.71,0.51,0.59,0.55,0.53,0.58,0.6,0.56,0.59,0.55
b_1,0.99,1.09,1.07,0.81,1.0,1.11,0.82,0.66,0.69,0.71,0.64,0.67,0.61,0.56,0.57,0.62
a_1,1.05,1.26,1.2,1.16,0.91,1.0,0.89,0.78,0.82,0.78,0.91,0.75,0.77,0.85,0.68,0.69
h_1,1.37,1.67,1.44,1.35,1.25,1.08,1.0,1.0,1.07,0.92,0.85,0.85,0.88,0.84,1.04,0.81
d_0,1.22,1.4,1.41,1.96,1.5,1.32,0.96,1.0,1.03,0.79,0.93,0.93,1.02,0.86,0.95,0.84
g_1,1.43,1.45,1.74,1.62,1.47,1.2,0.9,0.98,1.0,0.93,0.9,1.13,0.8,0.84,0.98,0.9
c_0,1.61,1.63,1.2,1.82,1.45,1.29,1.09,1.28,1.08,1.0,1.35,1.03,1.02,1.02,0.91,0.91
b_0,1.66,1.65,1.43,1.88,1.51,1.1,1.17,1.08,1.1,0.75,1.0,0.99,1.05,1.18,0.96,0.89
f_0,1.39,1.7,1.72,1.65,1.54,1.37,1.17,1.09,0.89,0.95,0.96,1.0,0.98,0.86,0.84,1.26
h_0,1.75,1.92,1.65,1.67,1.64,1.35,1.13,1.01,1.23,0.95,0.96,1.01,1.0,0.97,1.06,0.95
a_0,1.82,1.86,1.79,1.89,1.79,1.22,1.21,1.16,1.15,1.0,0.86,1.05,1.1,1.0,1.2,0.94
g_0,1.6,1.79,2.14,1.62,1.71,1.46,0.97,1.07,1.09,1.14,1.06,1.23,0.96,0.83,1.0,0.98
e_0,1.74,2.53,1.74,1.76,1.52,1.33,1.3,1.13,1.18,1.09,1.18,0.8,1.09,1.0,1.02,1.0
