,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,116.55,109.8,64.42,107.32,112.83,296.68,7996.84,17909.69,19696.45,24126.94,30627.37,34564.47,78071.66,84181.0,110590.36,167845.69
e_1,66.0,119.9,69.76,140.03,108.45,309.05,8757.46,19049.46,17830.68,33707.0,33688.19,51473.28,81894.04,102980.27,113296.49,179917.85
d_1,74.17,67.76,126.85,86.1,108.6,327.5,8141.74,31354.46,17457.08,19022.14,40471.78,52020.4,87450.93,109554.48,140882.3,151686.41
c_1,57.96,49.02,69.7,170.68,169.88,225.61,6778.58,10168.86,16147.65,14541.84,21572.88,39727.18,70799.44,82671.27,111026.74,146996.7
b_1,57.65,56.52,70.19,70.72,178.88,482.14,8162.65,17415.01,15210.81,18737.03,21096.7,42079.78,73176.57,66853.44,99358.7,146981.01
a_1,46.97,41.46,47.79,75.69,54.12,410.55,6450.9,12933.11,11508.74,16543.06,23796.13,31321.84,58132.05,55430.15,75197.04,109636.23
h_1,23.02,18.0,20.94,29.76,27.0,75.69,3111.38,5058.16,6004.81,5139.04,9118.98,12096.87,19229.71,28723.32,32101.94,52464.56
c_0,16.68,15.13,14.75,21.97,20.94,57.9,1733.45,5408.42,4431.29,5270.04,11358.74,10992.11,19035.53,26189.96,29340.77,34424.19
g_1,11.72,13.73,21.94,22.59,23.34,59.99,1487.85,4225.1,5873.63,3699.28,6207.23,13354.25,16175.11,18766.81,24791.52,28670.13
d_0,13.19,12.62,13.63,36.04,22.82,52.04,1894.75,3247.38,3909.22,5575.67,6705.34,8506.33,18778.82,21677.24,24886.22,32468.37
b_0,13.75,12.91,13.09,22.72,18.04,39.86,1554.17,3260.8,3749.56,3880.72,7924.05,8624.64,15867.68,30688.68,23725.59,27045.96
f_0,10.08,9.17,12.27,18.26,19.31,47.76,1420.47,3511.02,2817.36,3385.67,5622.16,10427.63,14440.16,20174.42,36053.27,23730.63
h_0,11.6,9.92,11.28,16.09,14.59,34.33,1017.64,2767.48,3123.93,2817.1,4238.67,6500.77,9890.25,12308.87,19791.66,26936.37
a_0,10.01,7.82,9.38,16.07,15.97,25.47,1046.75,2330.18,2533.91,2682.87,3944.53,6037.33,11086.29,17739.31,19378.82,18725.05
e_0,8.54,6.46,8.97,13.5,13.9,31.24,1067.55,2363.48,2619.94,2459.54,4098.13,4923.04,10391.28,12249.17,22750.66,19303.54
g_0,6.8,6.87,11.17,12.15,11.74,31.13,872.77,2249.84,2076.92,2374.31,4112.28,7803.66,8990.46,12245.37,17390.43,15608.36
