,f_1,c_1,e_1,b_1,d_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,96.33,16.54,23.58,17.76,20.24,61.61,2771.22,3200.72,5294.8,5376.31,11738.87,,20384.55,24861.37,29763.37,43518.64
c_1,10.61,120.53,14.8,29.5,22.67,67.6,1794.96,3879.57,,4626.7,6836.58,9558.66,17111.14,26473.56,30812.91,43996.53
e_1,9.43,12.75,127.77,20.09,16.52,48.29,2562.93,5331.38,4560.68,3933.38,10366.46,8117.47,15623.87,25578.43,,33513.54
b_1,10.84,11.0,12.27,151.31,20.79,80.47,2503.27,2679.42,3996.08,4571.23,,10798.0,19765.66,20906.48,32631.53,30151.53
d_1,9.4,6.69,13.86,15.44,161.05,51.49,2078.95,,7155.33,2599.34,8039.42,10971.12,26027.68,24960.1,30850.12,29874.32
a_1,7.16,7.06,7.92,8.37,15.42,427.74,1647.83,2074.27,2550.11,1950.66,4591.19,6949.35,,15786.91,23917.19,27355.21
h_1,4.98,7.52,6.09,5.55,10.18,24.58,3860.2,1597.76,1977.12,2097.25,4342.39,3557.54,8742.76,,,21055.19
d_0,5.17,10.53,6.35,8.22,,28.7,1123.45,4021.79,2040.81,1599.66,2561.25,4992.49,6171.24,12495.48,14693.25,17941.98
c_0,4.63,,5.5,6.88,5.55,32.67,1008.25,1435.26,4852.77,1608.94,5487.86,5555.29,9268.67,12477.7,14702.68,18440.78
g_1,2.65,4.4,4.88,5.47,11.74,24.2,768.08,1434.39,1470.61,6041.93,3444.89,5454.85,7277.25,10650.97,,
b_0,2.82,4.05,4.62,,6.35,20.01,735.01,1694.85,1515.83,1442.89,8131.51,3460.53,13957.02,7628.88,11122.45,18900.77
f_0,,4.94,4.75,6.42,6.01,19.89,848.72,1239.01,1097.31,1184.45,3438.48,9893.79,,8130.83,15807.5,11903.19
a_0,3.2,3.13,4.87,4.2,3.69,,528.95,1080.16,1137.89,1021.87,1333.13,,17144.31,9424.24,,9401.08
h_0,4.79,4.74,4.35,5.57,5.29,15.4,,1364.62,1196.35,1169.79,2912.94,3058.96,4846.27,,8836.46,13901.62
e_0,2.54,3.07,,4.22,3.85,12.54,,692.9,973.48,,1955.17,2019.74,,6116.0,24456.09,9955.67
g_0,1.82,3.3,3.47,5.46,6.5,16.78,682.57,1037.26,1250.44,,1795.19,4079.56,5605.13,6102.37,10547.44,
