,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.89,1.27,1.09,0.98,1.06,1.14,1.35,0.95,0.97,1.13,1.02,0.99,1.06,1.12
f_1,1.25,1.0,0.99,1.01,0.88,0.92,0.86,1.0,0.98,0.88,0.95,0.88,0.85,0.9,0.8,0.99
d_1,1.13,1.03,1.0,0.92,1.03,0.91,0.9,0.8,1.03,1.27,1.13,0.89,1.01,0.99,0.94,0.8
c_1,0.8,0.99,1.08,1.0,1.35,0.99,1.11,0.99,0.74,0.86,0.84,0.97,1.04,1.06,1.07,1.01
b_1,0.92,1.12,1.0,0.75,1.0,1.51,1.03,1.0,0.98,1.1,1.0,1.05,1.03,0.91,1.14,0.99
a_1,1.01,1.1,1.06,1.02,0.66,1.0,1.15,1.2,1.02,1.07,1.21,1.09,1.14,1.22,1.05,1.21
h_1,0.95,1.14,1.11,0.9,0.93,0.81,1.0,1.16,0.95,0.91,0.93,0.92,0.97,0.84,0.91,1.18
g_1,0.91,0.99,1.26,0.98,0.96,0.82,0.84,1.0,0.92,0.97,0.93,1.2,0.84,0.98,1.0,1.01
d_0,0.75,1.0,0.88,1.4,1.05,0.96,1.09,1.09,1.0,0.84,0.96,1.02,1.05,1.09,1.05,1.05
c_0,1.03,1.15,0.77,1.18,0.87,0.97,1.08,1.05,1.2,1.0,1.36,1.02,1.06,1.17,0.95,1.02
b_0,1.04,1.02,0.89,1.17,1.03,0.79,1.08,1.1,1.03,0.78,1.0,1.02,1.27,1.25,0.95,1.0
f_0,0.9,1.13,1.1,1.02,0.95,0.94,1.06,0.83,0.99,0.97,0.93,1.0,1.05,0.96,1.3,0.85
h_0,0.99,1.18,1.0,0.99,0.97,0.84,1.02,1.14,0.93,0.94,0.84,0.99,1.0,0.98,0.89,1.1
a_0,0.99,1.06,1.02,0.97,1.14,0.84,1.21,1.03,0.93,0.88,0.78,0.99,1.05,1.0,0.96,1.01
e_0,0.89,1.27,1.14,0.97,0.86,0.97,1.09,0.91,0.97,1.02,1.11,0.76,1.13,1.06,1.0,0.98
g_0,0.94,0.97,1.21,1.0,1.01,0.83,0.82,0.99,0.95,0.97,1.0,1.2,0.91,0.96,0.99,1.0
