,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.28,2.07,1.85,1.95,1.45,0.58,0.77,0.57,0.6,0.56,0.71,0.36,0.51,0.45,0.49
e_1,1.35,1.06,2.16,2.03,2.24,1.84,0.93,0.86,0.84,0.73,0.64,0.77,0.51,0.54,0.81,0.51
d_1,2.36,2.27,1.05,2.23,2.05,1.89,0.76,0.55,0.97,0.65,0.61,0.54,0.44,0.51,0.57,0.33
c_1,2.18,2.17,2.53,1.06,2.52,1.64,0.96,0.81,0.4,0.81,0.6,0.59,0.48,0.58,0.55,0.46
b_1,2.82,2.48,2.63,1.55,1.06,3.34,1.15,1.04,0.85,0.92,1.51,0.85,0.69,0.7,0.69,0.63
a_1,4.34,3.68,3.29,4.2,1.58,1.07,1.37,1.31,1.06,1.18,1.42,0.93,0.92,1.48,0.96,0.73
h_1,6.05,4.66,5.29,5.57,4.26,3.84,1.32,2.32,1.74,1.51,1.63,1.42,1.63,1.29,1.52,1.39
g_1,6.82,6.02,6.05,6.81,5.94,5.01,1.66,1.31,1.77,1.51,1.76,2.08,1.2,1.58,1.48,1.45
d_0,7.52,4.26,8.32,8.39,6.13,5.69,2.49,3.01,1.52,1.95,2.03,1.67,1.53,1.9,1.89,1.54
c_0,7.34,6.22,4.3,10.43,6.55,5.29,2.84,2.67,2.63,1.45,2.59,1.99,1.73,2.08,1.54,1.6
b_0,7.57,6.77,6.36,10.29,7.49,5.33,2.57,2.38,2.04,1.18,1.44,1.82,1.51,2.34,1.72,1.59
f_0,12.23,6.64,7.34,8.69,6.86,6.3,3.03,2.13,2.85,2.17,2.24,1.47,1.94,1.99,2.27,1.09
h_0,10.62,8.44,8.64,9.3,9.78,7.55,3.98,3.42,2.93,2.16,2.5,2.33,2.6,2.19,1.97,2.13
a_0,10.13,9.57,8.88,10.06,12.04,9.01,3.96,3.6,2.91,2.44,1.65,2.68,2.1,1.59,2.68,1.92
e_0,13.49,11.86,8.41,11.44,10.13,7.27,3.66,3.5,2.66,3.11,2.86,1.68,2.59,2.2,1.52,1.81
g_0,12.12,9.86,11.05,11.32,10.07,10.35,3.14,4.53,3.1,2.74,3.2,3.08,1.93,2.51,2.66,2.92
