,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.28,1.45,0.78,0.69,0.7,0.47,1.58,1.77,1.13,1.72,1.63,1.04,1.88,1.46,1.1,1.99
e_1,0.97,2.34,1.05,0.7,0.68,0.65,1.55,3.05,1.33,1.63,1.67,1.74,2.12,1.28,1.17,1.82
c_1,0.85,0.83,2.43,0.78,1.41,0.6,1.42,1.6,1.2,0.91,1.31,1.39,2.03,1.38,1.02,1.88
d_1,0.9,0.86,0.67,2.51,0.69,0.71,1.51,1.18,1.55,2.95,2.02,1.4,2.38,1.49,1.27,1.91
b_1,0.89,0.73,0.82,0.89,2.62,1.24,1.62,1.41,1.26,1.45,0.96,1.56,2.1,1.05,1.26,2.07
a_1,0.9,0.75,0.91,0.93,0.7,3.11,1.8,1.74,1.5,1.57,1.61,1.74,2.18,0.85,1.74,1.83
h_1,1.29,0.9,0.9,0.93,0.79,0.6,3.18,1.74,1.82,1.72,1.9,1.49,1.68,1.56,1.69,2.62
d_0,0.96,0.83,1.66,0.62,0.83,0.67,1.46,2.9,1.54,1.4,2.03,1.64,2.62,1.66,1.81,2.04
g_1,0.95,0.84,0.91,1.31,0.84,0.62,1.61,1.51,3.66,1.68,1.76,2.52,2.49,1.67,1.85,1.59
c_0,1.04,0.92,0.7,1.0,0.67,0.6,1.83,1.97,1.66,3.14,3.76,1.72,2.74,2.38,1.92,2.32
b_0,1.05,0.97,1.06,0.9,0.62,0.51,1.82,2.12,1.47,1.75,3.23,1.83,2.76,3.44,1.88,2.13
f_0,0.79,0.81,1.02,0.98,0.97,0.66,1.84,2.11,1.63,1.65,1.84,3.4,3.19,2.03,3.9,1.93
h_0,1.37,1.03,0.8,0.99,0.76,0.62,1.28,1.69,2.03,1.53,1.89,1.64,1.66,1.43,1.73,2.64
a_0,1.07,1.08,1.01,0.96,0.82,0.47,1.59,2.01,1.55,2.02,1.45,1.65,2.72,3.51,1.76,2.41
e_0,0.91,0.65,1.05,1.14,0.9,0.71,1.75,1.55,1.93,2.03,2.11,1.57,2.72,1.68,3.45,2.12
g_0,0.89,0.85,0.95,1.45,0.93,0.66,1.6,1.78,1.15,1.71,1.68,2.58,2.25,1.41,2.07,1.64
