,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.87,1.47,1.28,1.39,1.21,0.68,0.56,0.55,0.4,0.45,0.55,0.44,0.43,0.69,0.46
f_1,1.39,0.66,1.21,1.25,1.28,1.02,0.42,0.5,0.63,0.46,0.52,0.54,0.27,0.45,0.36,0.4
c_1,1.07,1.4,0.65,1.77,1.55,1.04,0.53,0.3,0.61,0.56,0.38,0.48,0.4,0.42,0.4,0.36
d_1,1.45,1.35,1.27,0.64,1.43,1.23,0.58,0.96,0.42,0.56,0.47,0.49,0.38,0.45,0.49,0.28
b_1,1.54,1.58,0.86,1.36,0.62,1.86,0.71,0.55,0.71,0.72,0.83,0.51,0.55,0.5,0.53,0.47
a_1,1.79,2.11,1.92,1.66,0.83,0.57,0.8,0.64,0.79,0.55,0.86,0.59,0.56,1.14,0.58,0.53
h_1,1.99,2.5,2.29,2.05,1.86,1.64,0.56,0.64,0.9,0.68,0.72,0.62,0.72,0.66,0.61,0.68
d_0,1.41,2.02,2.58,2.42,2.31,2.16,1.13,0.61,1.1,0.71,0.81,0.8,0.74,0.67,0.86,0.74
g_1,2.21,2.18,2.41,2.16,2.13,2.31,0.83,0.8,0.54,0.74,0.82,0.77,0.55,0.71,0.7,0.76
c_0,2.45,2.19,4.38,1.41,2.13,2.16,1.22,1.29,0.98,0.6,0.97,0.77,0.66,0.74,0.72,0.63
b_0,2.09,2.11,3.26,2.04,2.92,1.82,1.03,0.97,0.95,0.52,0.59,0.72,0.65,0.98,0.76,0.63
f_0,2.13,3.51,2.45,2.23,2.3,2.1,1.33,0.92,0.75,0.96,0.88,0.57,0.7,0.85,1.05,0.48
h_0,2.41,3.01,2.56,2.5,2.03,2.13,1.22,0.91,1.26,0.9,0.97,0.9,0.89,0.86,0.78,0.65
a_0,2.47,2.59,2.83,2.43,2.97,3.37,1.24,1.24,1.23,0.86,0.57,0.87,0.72,0.57,0.84,0.71
e_0,3.31,3.84,2.77,2.64,2.42,2.05,1.11,0.98,1.12,1.04,0.88,0.51,0.79,0.79,0.56,0.68
g_0,2.73,2.73,2.66,3.09,2.49,2.3,0.96,1.12,1.49,1.05,0.95,1.01,0.65,0.91,0.9,0.88
