,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.99,2.7,2.44,3.48,2.97,3.19,10.52,9.76,22.33,10.78,13.87,13.72,20.87,15.78,12.69,20.13
f_1,4.49,6.05,2.35,2.96,2.39,2.68,10.09,9.27,13.61,12.09,9.24,13.91,19.73,13.45,10.33,20.92
d_1,2.53,3.05,6.49,2.23,2.46,2.83,10.39,10.64,8.6,23.47,13.87,17.99,21.41,17.23,16.22,23.51
c_1,2.63,2.65,2.45,6.82,5.29,2.91,9.88,9.74,12.48,7.68,12.37,8.58,19.08,13.3,13.78,19.01
b_1,2.46,2.71,2.6,2.83,7.97,5.73,10.07,11.28,13.63,11.39,12.71,9.18,18.51,11.41,12.83,17.53
a_1,3.07,2.69,2.99,3.49,2.78,11.04,11.67,10.4,13.56,13.06,13.39,12.74,19.65,11.3,15.33,19.4
h_1,2.94,3.77,3.2,3.19,2.48,2.95,19.52,16.06,13.95,12.79,14.66,13.63,18.75,15.84,16.91,27.08
g_1,2.52,2.99,4.33,2.7,3.09,2.95,9.93,21.76,10.8,15.32,20.13,13.21,20.96,17.36,20.21,21.46
d_0,2.94,3.26,2.06,5.02,3.53,2.72,10.24,9.88,19.65,8.4,12.72,12.78,22.45,16.82,14.85,18.56
c_0,2.93,3.28,3.29,2.83,2.16,3.22,12.55,11.1,15.08,21.91,16.9,27.31,24.1,20.33,17.97,27.59
f_0,2.6,2.75,3.3,3.14,3.39,3.24,11.62,12.82,14.61,13.93,24.08,15.96,21.71,16.68,33.84,25.0
b_0,3.03,3.46,3.07,3.33,2.29,2.59,10.25,11.71,14.31,14.5,14.44,24.34,24.75,30.96,16.25,26.71
h_0,2.91,4.13,3.46,2.63,2.99,2.76,8.28,13.92,11.31,14.48,13.76,14.14,18.2,15.4,14.19,26.96
a_0,3.06,3.18,3.16,3.11,3.16,3.07,12.38,11.18,13.53,14.51,13.32,15.13,24.16,29.86,14.4,25.98
e_0,2.62,3.47,3.26,3.28,3.08,2.73,13.17,12.86,14.07,15.29,15.1,17.44,24.88,15.44,29.98,25.48
g_0,2.83,2.8,4.4,2.92,2.88,2.86,11.09,10.68,11.68,16.16,20.29,15.76,22.52,18.42,21.16,19.28
