,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.5,0.75,0.51,0.5,0.43,0.34,0.34,0.54,0.52,0.36,0.49,0.24,0.57,0.44,0.31,0.47
e_1,0.44,1.5,0.44,0.52,0.45,0.38,0.57,0.89,0.49,0.47,0.48,0.49,0.52,0.55,0.26,0.51
d_1,0.52,0.43,1.54,0.48,0.45,0.42,0.46,0.3,0.95,0.47,0.58,0.52,0.58,0.41,0.48,0.43
c_1,0.52,0.47,0.41,1.55,0.77,0.35,0.58,0.48,0.27,0.44,0.41,0.5,0.55,0.4,0.51,0.5
b_1,0.45,0.42,0.49,0.37,1.57,0.72,0.59,0.65,0.59,0.59,0.33,0.43,0.65,0.41,0.42,0.49
a_1,0.53,0.46,0.5,0.42,0.46,1.72,0.77,0.62,0.6,0.57,0.61,0.61,0.68,0.24,0.51,0.77
h_1,1.13,0.69,0.87,0.66,0.62,0.38,1.71,0.83,0.86,0.94,0.89,0.76,0.54,0.68,0.68,1.14
d_0,0.87,0.66,0.5,1.31,0.66,0.48,1.02,1.49,0.65,0.74,0.78,0.91,1.16,0.75,0.69,0.84
c_0,1.01,0.9,0.65,0.46,0.62,0.68,0.9,1.06,1.54,0.76,1.51,0.84,0.9,0.88,0.8,0.96
g_1,0.72,0.72,1.09,0.89,0.6,0.53,0.73,0.92,0.68,1.83,0.86,1.37,0.96,0.74,0.73,0.68
b_0,0.95,0.97,0.71,0.83,0.33,0.56,0.71,0.95,0.79,0.74,1.59,0.84,0.79,1.27,0.93,0.87
f_0,0.52,0.74,0.9,0.92,0.85,0.57,0.94,0.81,1.06,0.64,1.11,1.65,1.14,0.66,1.47,0.8
h_0,1.03,0.9,0.88,0.77,0.71,0.57,0.61,0.8,0.99,0.86,1.04,0.89,0.61,0.53,0.67,1.08
a_0,0.91,0.74,1.03,0.99,0.77,0.42,1.02,1.0,1.08,0.88,0.94,1.23,1.26,1.71,0.54,1.18
e_0,1.14,0.45,0.83,0.88,0.78,0.67,1.16,0.95,1.17,0.83,1.01,0.65,1.21,0.99,1.77,1.05
g_0,0.78,0.84,1.23,0.78,0.77,0.57,0.97,0.9,0.95,0.49,0.98,1.42,0.91,0.82,0.72,0.75
