,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.96,0.6,0.75,0.56,0.56,0.38,0.39,0.57,0.36,0.34,0.38,0.36,0.34,0.3,0.24,0.3
f_1,0.93,0.96,0.61,0.58,0.47,0.36,0.35,0.43,0.35,0.37,0.37,0.28,0.31,0.29,0.2,0.3
c_1,0.58,0.67,0.95,0.62,0.85,0.41,0.38,0.34,0.33,0.27,0.27,0.32,0.36,0.26,0.28,0.32
d_1,0.71,0.69,0.53,0.96,0.52,0.42,0.41,0.37,0.36,0.58,0.45,0.36,0.35,0.33,0.3,0.3
b_1,0.62,0.74,0.57,0.64,0.95,0.8,0.45,0.37,0.35,0.43,0.32,0.34,0.42,0.23,0.3,0.34
a_1,0.77,0.88,0.77,0.71,0.51,0.95,0.52,0.44,0.39,0.41,0.52,0.39,0.46,0.3,0.36,0.35
h_1,0.89,1.16,0.99,0.96,0.8,0.54,0.8,0.5,0.59,0.46,0.53,0.45,0.51,0.43,0.43,0.56
d_0,0.9,0.94,1.44,0.72,1.01,0.66,0.71,0.74,0.53,0.42,0.5,0.51,0.58,0.39,0.5,0.53
g_1,0.98,0.9,0.95,1.33,0.88,0.56,0.64,0.52,0.79,0.63,0.58,0.69,0.47,0.47,0.47,0.48
c_0,1.18,1.07,1.04,0.93,0.7,0.62,0.71,0.73,0.56,0.74,0.85,0.54,0.57,0.57,0.47,0.51
b_0,1.02,1.02,1.24,1.02,0.8,0.49,0.64,0.67,0.58,0.54,0.74,0.55,0.58,0.74,0.52,0.55
f_0,1.01,1.09,1.12,1.09,0.95,0.69,0.8,0.67,0.59,0.66,0.64,0.73,0.63,0.52,0.78,0.48
h_0,1.13,1.39,1.06,1.23,0.79,0.61,0.63,0.6,0.73,0.66,0.66,0.62,0.57,0.48,0.49,0.65
a_0,1.22,1.1,1.17,1.18,1.1,0.54,0.69,0.78,0.64,0.64,0.56,0.58,0.62,0.69,0.52,0.56
e_0,1.06,1.43,1.22,1.07,1.0,0.72,0.83,0.63,0.66,0.64,0.64,0.54,0.73,0.51,0.7,0.57
g_0,1.1,1.24,1.11,1.45,0.95,0.75,0.66,0.61,0.59,0.71,0.66,0.78,0.7,0.49,0.61,0.55
