,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,1.18,0.97,0.95,0.88,0.78,1.0,0.74,0.66,0.62,0.75,0.6,0.53,0.65,0.57
f_1,1.31,1.0,0.99,0.8,0.92,0.76,0.52,0.64,0.65,0.57,0.61,0.52,0.51,0.56,0.47,0.69
c_1,0.84,1.01,1.0,1.1,1.23,0.94,0.75,0.51,0.76,0.61,0.59,0.65,0.56,0.5,0.57,0.61
d_1,1.03,1.27,0.92,1.0,0.9,0.76,0.78,0.74,0.57,0.86,0.67,0.64,0.68,0.66,0.61,0.4
b_1,1.08,1.08,0.81,1.11,1.0,1.35,0.71,0.61,0.62,0.75,0.63,0.63,0.74,0.58,0.53,0.55
a_1,1.14,1.32,1.06,1.3,0.74,1.0,0.88,0.77,0.97,0.76,0.78,0.69,0.71,0.66,0.65,0.68
h_1,1.32,1.92,1.33,1.25,1.37,1.07,1.0,0.88,1.01,0.87,0.81,0.89,0.87,0.91,0.76,0.85
d_0,1.0,1.6,2.0,1.48,1.6,1.24,1.09,1.0,0.91,0.98,0.95,0.94,1.02,0.89,1.0,0.89
g_1,1.37,1.49,1.33,1.75,1.55,1.03,0.99,1.07,1.0,1.04,0.97,1.07,0.79,0.96,0.85,0.8
c_0,1.51,1.87,1.59,1.13,1.31,1.15,1.15,1.08,1.0,1.0,1.42,1.0,0.99,1.0,0.96,0.87
b_0,1.61,1.67,1.84,1.55,1.46,1.18,1.3,1.08,1.02,0.7,1.0,0.98,0.81,1.43,0.77,1.01
f_0,1.33,1.99,1.57,1.54,1.57,1.51,1.12,1.04,0.93,0.99,1.05,1.0,0.95,0.96,1.25,0.69
h_0,1.72,2.07,1.7,1.45,1.37,1.32,1.17,1.01,1.24,0.96,1.15,1.08,1.0,0.85,0.9,0.93
a_0,1.92,1.71,1.97,1.45,1.7,1.34,1.05,1.21,1.11,1.04,0.79,0.95,1.12,1.0,1.07,1.04
e_0,1.64,2.15,1.79,1.66,1.84,1.66,1.27,1.0,1.12,1.06,1.3,0.78,1.14,0.9,1.0,1.0
g_0,1.79,1.47,1.68,2.42,1.84,1.53,1.16,1.1,1.25,1.11,1.03,1.53,1.06,1.03,1.04,1.0
