,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.26,0.63,0.7,0.42,0.36,0.29,0.8,1.96,0.75,0.83,1.04,0.96,1.13,0.77,0.41,1.06
f_1,0.88,2.32,0.51,0.43,0.38,0.4,0.74,0.95,0.74,0.95,0.87,0.45,1.18,0.64,0.55,0.8
c_1,0.47,0.49,2.35,0.48,0.83,0.27,0.73,1.12,0.73,0.3,0.76,0.93,1.24,0.81,0.72,0.88
d_1,0.45,0.49,0.37,2.4,0.51,0.36,1.03,0.44,0.88,1.92,1.07,0.96,1.28,0.9,0.84,1.18
b_1,0.48,0.44,0.49,0.49,2.55,0.79,0.66,1.02,0.65,0.87,0.32,0.88,1.25,0.7,0.88,0.9
a_1,0.61,0.52,0.44,0.49,0.4,3.0,0.8,0.81,0.78,1.05,1.11,0.92,1.46,0.37,0.84,1.29
h_1,0.57,0.87,0.5,0.69,0.45,0.39,3.21,1.17,1.4,1.19,1.06,1.16,0.79,1.02,0.79,1.83
d_0,0.63,0.68,1.16,0.25,0.56,0.4,1.17,2.47,0.79,0.85,1.28,1.11,1.42,1.14,1.08,1.12
g_1,0.49,0.55,0.52,0.97,0.47,0.43,1.06,1.14,3.37,1.3,1.34,1.92,1.46,0.84,0.97,0.89
c_0,0.57,0.74,0.38,0.71,0.43,0.49,1.23,1.2,1.07,2.58,2.44,1.16,1.77,1.1,1.18,1.33
b_0,0.63,0.6,0.67,0.75,0.21,0.39,1.1,1.46,1.0,1.21,2.77,1.25,1.69,2.09,1.41,1.48
f_0,0.48,0.41,0.67,0.67,0.58,0.5,1.12,1.38,1.0,1.15,1.5,2.75,1.64,0.9,2.36,1.93
h_0,0.59,0.93,0.63,0.64,0.48,0.39,0.74,1.25,1.34,1.22,1.2,1.28,1.0,1.04,0.96,1.81
a_0,0.57,0.69,0.62,0.75,0.5,0.27,1.1,1.8,0.8,1.64,1.27,1.18,1.66,2.94,1.03,1.25
e_0,0.31,0.73,0.71,0.64,0.58,0.69,1.24,1.24,0.89,1.07,1.09,1.13,1.62,0.98,3.06,1.97
g_0,0.55,0.5,0.51,1.18,0.6,0.47,0.98,0.89,0.54,1.07,1.39,1.77,1.52,1.08,1.16,0.89
