,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.49,0.29,0.2,0.17,0.18,0.13,0.13,0.22,0.2,0.14,0.16,,0.22,0.16,0.13,0.17
e_1,0.13,1.49,0.15,0.17,0.16,0.15,0.21,0.36,0.2,0.16,0.14,0.17,0.2,0.2,,0.19
d_1,0.18,0.16,1.53,0.18,0.17,0.18,0.16,,0.33,0.18,0.18,0.2,0.22,0.14,0.17,0.16
c_1,0.21,0.17,0.14,1.54,0.27,0.14,0.23,0.19,,0.18,0.15,0.2,0.2,0.17,0.18,0.2
b_1,0.17,0.14,0.19,0.13,1.56,0.27,0.19,0.26,0.24,0.2,,0.11,0.24,0.16,0.13,0.18
a_1,0.17,0.16,0.14,0.14,0.18,1.71,0.29,0.19,0.21,0.23,0.18,0.2,0.26,,,0.31
h_1,0.57,0.39,0.44,0.3,0.43,0.2,1.66,0.43,0.46,0.54,0.49,0.32,,0.32,0.35,0.7
d_0,0.5,0.38,,0.76,0.41,0.32,0.67,1.41,0.42,0.56,0.56,0.52,0.68,0.34,0.42,0.51
c_0,0.53,0.48,0.41,,0.33,0.44,0.59,0.66,1.42,0.41,0.93,0.44,0.54,0.41,0.46,0.47
g_1,0.44,0.36,0.55,0.41,0.32,0.29,0.4,0.47,0.42,1.79,0.39,0.74,0.58,0.41,,
b_0,0.62,0.68,0.48,0.55,,0.41,0.46,0.58,0.51,0.51,1.52,0.51,0.38,0.72,0.43,0.38
f_0,,0.49,0.48,0.49,0.6,0.33,0.57,0.47,0.57,0.31,0.7,1.55,0.7,0.39,,0.55
h_0,0.68,0.78,0.64,0.64,0.56,0.42,,0.65,0.83,0.57,0.8,0.68,,0.42,0.46,0.9
a_0,0.53,0.36,0.4,0.46,0.43,,0.75,0.63,0.71,0.6,0.47,0.85,0.83,1.64,,0.5
e_0,0.54,,0.53,0.51,0.53,,0.67,0.66,0.73,,0.5,,0.83,,1.74,
g_0,0.47,0.6,0.91,0.56,0.59,0.37,0.66,0.72,0.91,,0.76,1.05,0.63,0.73,,
