,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,8582.14,2829.95,2733.56,6302.49,9044.83,22730.77,2733467.67,15749137.88,9190874.49,8143807.68,15658547.2,21270544.43,133215445.17,141201240.25,57477811.32,187467448.36
f_1,3441.39,11611.9,3384.87,5032.13,6427.86,21769.66,3533875.6,7350502.83,9825573.96,6473868.94,15129971.22,7698618.02,93658500.01,109865057.24,111349706.04,229808884.67
d_1,2016.54,2719.5,18962.53,3338.59,8970.06,25701.4,3017151.88,2362781.27,17933527.76,8460255.47,14279434.76,20101353.47,110355525.5,126559776.92,127249998.0,214157794.56
c_1,1873.56,2150.56,3591.67,27204.64,18032.37,22015.86,2370560.45,7767725.28,1984390.81,6572708.95,12152400.25,17439274.88,105841301.85,85734570.39,146752363.94,189449646.0
b_1,1489.02,2730.51,3634.36,5661.41,53617.86,46548.5,2761443.23,8965958.83,8698425.17,9777306.47,7459977.01,18565711.7,106840416.47,94870732.76,144956426.25,178580547.04
a_1,2040.34,3191.0,3904.42,5241.02,6893.14,200861.11,3420883.96,9127683.66,7567801.04,5249579.73,13709996.61,17285902.61,106354627.28,42366122.62,165330896.88,227328720.43
h_1,2145.0,4274.16,5241.87,5199.25,9196.89,24063.76,10214085.15,8796543.91,11924433.09,12294380.9,19111990.64,22453661.06,72256811.51,145490417.71,119908808.48,304228983.77
d_0,2433.38,3283.05,2585.76,11655.64,11424.26,28985.89,3017797.89,18837043.53,7799546.72,9200945.36,15178853.71,23053019.01,159066915.0,128957415.7,148447710.49,238309876.02
c_0,2473.16,3779.61,5688.09,3102.24,7694.46,37371.9,4586255.89,7505312.5,23071263.53,9602284.41,30336904.29,25145161.71,136515578.06,153822468.07,186642198.22,274248164.76
g_1,1695.82,2452.4,8830.28,5671.67,7799.7,31422.64,3719184.95,7974852.77,10643780.8,34375534.24,15422690.71,37721133.85,125161085.5,108679589.14,204182067.45,147785710.8
b_0,2464.53,3341.58,5145.99,5855.59,4838.8,28985.36,4120214.43,10597321.09,12511916.27,10098387.26,36947511.22,26717836.81,149534541.95,282963535.26,194557602.09,289869228.12
f_0,1810.81,1693.0,5752.75,7574.44,9659.54,35151.2,4112523.64,10669219.78,12691517.56,12359524.41,19547401.85,55880280.27,175460570.93,170330245.13,391200746.82,306069406.22
h_0,2311.68,4473.96,4617.35,6904.02,10304.24,29222.17,2759360.69,11285810.4,12392057.92,14515328.93,16151094.01,25683277.01,77679736.51,128373897.98,183455252.19,306461387.0
a_0,2399.52,3843.57,5392.18,6472.06,8751.38,9320.39,4527290.98,9234178.52,11491821.87,12371465.98,15686186.67,30129341.02,143149649.94,435288404.22,168399482.91,313116049.21
e_0,840.42,3144.33,5962.58,5864.82,13215.67,34876.65,4654681.68,9728050.65,11945020.48,11642929.33,23077558.61,30237625.2,166650386.84,160654207.73,548990939.09,307630628.16
g_0,2052.41,2384.23,7503.06,5823.56,11764.46,25108.65,3663072.48,7696467.35,12220410.0,6755693.43,18220456.86,38300162.01,121780336.21,194546264.61,191285841.77,168764494.88
