,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.43,1.35,1.37,1.83,1.5,1.39,2.93,3.01,2.93,4.95,3.46,3.78,3.6,4.18,3.15,3.93
f_1,2.09,2.44,1.42,1.53,1.44,1.39,2.39,2.74,2.77,3.16,3.29,2.37,3.16,3.45,2.06,3.71
d_1,1.48,1.58,2.49,1.19,1.59,1.42,2.87,2.74,4.92,2.57,3.5,3.4,3.3,4.0,3.62,3.98
c_1,1.37,1.44,1.66,2.7,2.27,1.5,2.65,2.51,1.9,2.64,2.88,3.11,3.17,3.48,3.24,4.08
b_1,1.41,1.49,1.43,1.28,2.83,2.65,3.15,2.91,3.11,3.08,2.2,3.4,2.45,4.28,3.34,3.84
a_1,1.53,1.57,1.51,1.6,1.21,3.35,3.16,3.22,3.55,3.38,3.39,3.38,3.01,4.9,3.28,4.36
h_1,1.44,2.09,1.68,1.56,1.21,1.41,4.05,3.69,3.38,2.98,3.22,3.4,3.46,3.63,3.45,5.06
g_1,1.47,1.51,1.98,1.7,1.39,1.36,2.71,4.32,3.45,3.31,3.36,4.64,3.34,4.27,4.06,3.81
c_0,1.6,1.76,1.5,1.57,1.48,1.29,3.21,3.17,4.36,3.48,5.53,3.88,4.0,4.65,4.14,4.57
d_0,1.33,1.58,1.22,2.73,1.63,1.3,2.96,3.01,2.48,4.3,3.39,3.53,3.57,4.57,3.78,4.61
b_0,1.46,1.73,1.72,1.7,1.29,1.15,3.53,3.2,2.74,3.07,4.54,3.49,6.28,4.8,3.81,4.58
f_0,1.31,1.78,1.61,1.63,1.49,1.49,3.24,2.7,3.43,3.46,4.17,4.69,4.09,4.87,7.21,4.64
a_0,1.48,1.6,1.62,1.7,1.67,1.33,3.51,3.01,3.57,3.01,3.16,3.88,4.94,4.89,3.89,3.71
h_0,1.35,1.99,1.71,1.68,1.64,1.34,2.72,3.51,3.25,3.16,3.06,3.01,3.63,3.49,3.54,4.87
e_0,1.23,2.17,1.5,1.5,1.71,1.76,3.47,2.71,3.24,3.04,3.66,2.58,3.69,4.94,5.54,4.59
g_0,1.25,1.59,1.99,1.49,1.61,1.42,2.89,2.61,3.36,2.62,3.72,4.77,4.24,4.11,3.8,3.93
