,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
f_1,10415.84,8097.23,5196.2,10045.66,16563.33,64709.12,6690987.27,11575027.41,22687430.25,26640241.25,31085420.77,53189277.82,257030979.88,197982172.97,158543881.19,862371749.88
e_1,4930.44,11173.56,4588.72,12994.1,20939.0,78111.17,6752945.6,11606747.57,36527873.09,27066849.35,48067504.35,51530641.44,261503902.27,217946457.56,176801206.23,911991730.78
d_1,5118.31,4811.14,12805.12,8629.2,17677.89,70983.57,7115911.54,12915586.72,16040095.24,54148535.05,49041132.74,71447381.3,277127780.38,243224273.19,251317165.49,1017495654.13
c_1,4743.51,4839.4,5445.79,25255.99,33393.26,80664.17,7042515.45,11224419.67,19272708.1,17467459.49,46686048.93,35104585.43,219892631.37,186066726.54,224512129.44,790156532.96
b_1,5181.82,5024.66,5279.51,9333.36,52410.25,161296.0,7720235.23,11745886.38,20335350.87,23476643.77,40071488.33,35649421.02,268450041.8,152055870.92,213901725.66,860353468.17
a_1,5490.94,5395.99,6237.54,9385.58,16868.5,318189.66,8157541.85,14098296.76,17370858.51,31027158.55,46630435.1,60279852.7,281359627.59,125476051.12,205217850.29,900075989.84
h_1,6838.27,5243.76,6470.21,11058.18,19924.73,86815.57,13370880.23,15850409.25,22142883.71,24069092.62,40383926.36,45762021.18,194942547.29,180560511.4,213833113.78,1241271806.79
g_1,5093.36,5101.44,8348.26,11519.28,18182.66,80188.53,7849003.93,23575496.08,18514146.39,31992022.57,61532660.16,51987929.52,247994010.26,232665737.23,240534416.9,840261105.56
d_0,4935.18,5205.08,4060.89,18986.12,24061.85,103597.58,7474570.41,12700631.16,33248445.37,19675136.77,49327164.7,46810322.6,236612111.24,213914294.76,212830886.28,907543172.52
c_0,5746.79,5440.35,7296.51,10199.6,15373.72,74916.43,7968286.19,13343738.84,21857057.07,49542778.43,45889568.85,105312651.51,294067210.87,295597711.39,264205408.66,1092607841.97
f_0,4555.74,4521.14,7129.99,11481.52,22921.46,86957.81,8884364.83,13300549.66,22902138.7,36170510.04,76826650.43,53753237.32,277241345.09,192246211.96,494372788.34,1159776439.42
b_0,6148.76,4519.45,7089.73,13182.74,15207.66,68293.49,7815320.74,12921310.94,23589975.04,31106708.18,47254740.88,94241990.71,318848357.79,422698448.0,272894320.06,1178946106.35
h_0,6774.83,5580.9,6252.85,10835.34,17998.26,75238.17,6119564.71,17342530.6,21539561.23,30221270.46,46167980.75,60494914.95,223052542.39,265933155.53,214435945.75,1217364527.51
a_0,5563.03,4850.49,7289.97,11879.21,23002.79,62037.82,9150867.26,12235145.02,21741298.72,32493329.03,46858413.84,51959613.65,291204316.63,418941625.5,261418075.38,1075479513.16
e_0,5928.58,4346.4,6777.95,11816.92,19993.55,97958.68,8902815.3,13555534.29,22333103.76,32233243.07,50408978.07,61328497.36,343492247.43,232499670.43,423686911.81,880606897.58
g_0,4745.88,4764.35,8513.17,10147.98,22151.97,75922.97,7034144.09,11237616.43,18202234.06,37001664.87,71014107.8,61473840.2,280906795.57,232545426.07,295090907.33,876067686.76
