,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.91,1.11,0.99,0.88,0.75,0.74,0.97,0.59,0.7,0.62,0.65,0.63,0.62,0.54
f_1,1.29,1.0,0.97,0.9,0.88,0.69,0.62,0.68,0.64,0.57,0.57,0.6,0.48,0.49,0.45,0.63
d_1,1.11,1.05,1.0,0.88,0.99,0.88,0.66,0.57,0.65,0.89,0.63,0.65,0.62,0.53,0.61,0.43
c_1,0.91,1.13,1.12,1.0,1.29,0.72,0.72,0.74,0.48,0.58,0.59,0.54,0.62,0.61,0.63,0.55
b_1,1.02,1.13,1.0,0.78,1.0,1.22,0.87,0.83,0.67,0.81,0.73,0.7,0.66,0.65,0.59,0.66
a_1,1.13,1.47,1.15,1.39,0.81,1.0,0.98,0.7,0.77,0.75,0.74,0.85,0.7,0.65,0.61,0.81
h_1,1.35,1.64,1.47,1.38,1.12,1.02,1.0,1.15,0.85,0.89,0.9,0.91,0.81,0.79,0.73,0.93
g_1,1.39,1.45,1.78,1.37,1.23,1.45,0.89,1.0,0.89,0.92,1.17,0.87,0.78,0.94,1.04,0.73
d_0,1.02,1.52,1.57,2.08,1.49,1.37,1.14,1.13,1.0,0.91,0.95,0.94,0.86,0.94,0.88,1.02
c_0,1.69,1.7,1.11,1.61,1.27,1.33,1.12,1.0,1.12,1.0,1.06,1.6,1.04,1.04,0.87,0.98
f_0,1.36,1.64,1.56,1.71,1.42,1.41,1.12,0.85,0.99,0.93,1.0,1.03,0.98,0.97,1.32,0.87
b_0,1.58,1.72,1.57,1.8,1.5,1.07,1.12,1.1,1.01,0.64,0.98,1.0,1.07,1.37,0.96,0.98
h_0,1.47,2.09,1.61,1.6,1.51,1.39,1.18,1.24,1.12,0.96,1.04,0.9,1.0,0.83,0.95,1.09
a_0,1.59,2.2,1.9,1.58,1.6,1.6,1.25,1.06,1.03,0.97,1.02,0.75,1.15,1.0,1.02,0.97
e_0,1.69,2.24,1.73,1.55,1.69,1.43,1.3,0.94,1.23,1.18,0.74,1.06,1.02,1.01,1.0,1.05
g_0,1.77,1.62,2.33,1.81,1.47,1.28,1.1,1.36,0.99,1.01,1.16,1.06,0.89,1.05,0.9,1.0
