,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,7.72,23.7,20.24,10.53,15.25,2.99,3.6,2.82,2.6,2.84,2.28,2.19,1.83,,1.77
f_1,15.66,0.17,11.6,14.69,14.08,16.58,2.4,6.06,2.03,2.15,3.29,,0.99,2.39,3.76,2.26
d_1,15.56,14.33,0.16,15.32,14.75,12.9,4.73,1.68,1.96,,1.97,3.67,2.15,2.66,2.44,1.47
c_1,10.83,14.24,17.23,0.15,14.35,12.67,3.18,4.63,,1.37,3.02,2.4,1.57,3.04,2.52,1.84
b_1,9.6,9.39,14.21,7.18,0.14,15.67,3.63,4.3,4.6,3.04,,2.67,2.57,3.63,2.11,1.57
a_1,13.26,15.71,9.34,13.34,8.1,0.1,3.33,3.79,2.91,4.13,3.09,2.48,2.12,,2.41,2.22
h_1,3.22,3.24,3.63,2.83,3.63,2.67,0.07,0.84,0.77,0.72,0.58,0.79,,0.69,,0.53
g_1,3.1,3.64,3.2,2.99,4.78,4.67,0.61,0.06,0.7,0.82,0.79,1.08,0.33,0.73,0.82,
c_0,2.74,2.61,1.58,,1.78,2.4,0.65,0.75,0.08,0.78,0.66,0.48,0.49,0.54,0.43,0.3
d_0,1.65,1.97,,2.28,1.9,2.83,1.03,0.82,0.64,0.08,0.49,0.61,0.48,0.5,0.34,0.41
b_0,3.25,3.42,2.69,2.52,,2.25,0.99,1.01,0.3,0.55,0.07,0.48,0.33,0.63,0.78,0.26
f_0,2.63,,3.21,3.0,3.03,3.37,0.7,0.35,0.48,0.49,0.54,0.07,0.47,0.57,0.74,0.26
h_0,1.95,1.67,1.35,1.53,2.25,1.32,,0.56,0.33,0.24,0.46,0.35,,0.37,0.3,0.23
a_0,2.74,4.03,2.44,3.22,3.38,,0.69,1.01,0.54,0.61,0.27,0.54,0.28,0.05,,0.39
e_0,,2.68,3.2,1.91,2.34,2.09,,0.72,0.52,0.51,0.67,0.3,0.25,,0.05,0.42
g_0,2.79,2.59,1.43,2.0,2.27,2.4,0.31,,0.38,0.32,0.39,0.3,0.15,0.28,0.3,
