,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.33,1.23,0.96,1.21,0.92,0.78,1.99,3.63,2.12,1.77,2.13,2.05,2.61,1.81,2.58,1.46
f_1,1.64,2.35,1.07,1.01,0.89,0.75,1.99,2.5,2.08,1.82,1.9,1.52,2.35,1.89,2.55,1.31
d_1,1.05,1.21,2.39,0.84,0.87,0.77,2.04,1.8,3.62,1.98,2.6,2.23,2.92,1.97,2.76,2.15
c_1,1.11,1.13,0.98,2.51,1.63,0.83,1.79,2.08,1.32,1.48,1.54,1.8,2.44,1.55,2.32,1.78
b_1,1.18,1.1,1.08,1.1,2.74,1.37,1.84,2.12,1.99,1.51,1.31,1.83,2.76,1.47,2.29,1.77
a_1,1.04,1.29,1.2,1.08,0.96,3.31,2.0,2.04,2.07,1.9,2.29,1.7,3.11,1.25,2.77,1.7
h_1,1.23,1.42,1.21,1.17,0.94,0.67,3.51,2.07,2.23,2.24,2.29,2.16,2.25,1.88,3.32,2.16
d_0,1.16,1.19,0.84,1.85,1.17,0.85,1.89,3.11,1.85,1.75,2.21,2.11,2.78,1.86,2.65,1.7
c_0,1.11,1.33,1.3,1.01,0.82,0.8,2.2,2.47,3.47,2.18,4.07,2.48,3.57,2.73,3.09,2.17
g_1,0.97,1.15,1.7,1.09,0.86,0.8,1.92,2.08,2.7,3.77,2.45,2.77,2.91,2.07,2.57,2.18
b_0,1.06,1.35,1.22,1.22,0.8,0.66,2.23,2.67,2.55,2.12,3.62,2.55,3.37,3.98,3.07,2.34
f_0,0.84,1.11,1.36,1.22,1.14,0.88,2.27,2.44,2.42,2.19,2.47,3.69,3.1,2.31,3.0,4.07
h_0,1.16,1.55,1.29,1.1,0.99,0.89,1.58,2.2,2.35,2.35,2.13,1.98,2.6,1.77,3.41,1.82
a_0,1.13,1.28,1.26,1.11,1.08,0.64,2.1,2.58,2.68,1.94,2.71,2.57,2.74,3.73,2.77,2.06
g_0,1.03,1.16,1.63,1.02,1.03,0.92,1.86,2.01,2.32,1.58,2.3,3.08,2.91,1.7,2.25,2.48
e_0,0.78,1.27,1.38,1.27,1.13,0.96,2.35,2.2,2.37,1.9,2.47,2.26,3.2,2.07,3.24,3.66
