,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,13.99,15.03,11.74,12.96,18.54,2.16,2.42,3.6,2.01,2.08,,1.46,2.59,2.71,2.5
e_1,7.18,0.17,15.12,13.05,12.29,16.08,4.08,2.11,4.13,2.27,2.08,2.7,2.19,2.23,,3.41
d_1,15.99,18.61,0.16,9.74,16.51,12.86,3.36,2.37,2.01,,2.52,2.9,1.84,2.71,3.29,0.97
c_1,11.19,14.68,15.11,0.15,12.93,10.92,3.46,,3.44,1.31,2.94,2.03,2.22,2.5,2.66,1.85
b_1,11.63,13.01,17.2,7.29,0.14,,2.75,2.28,4.77,2.9,,2.16,1.8,3.54,2.26,1.98
a_1,9.89,14.47,15.0,16.38,,0.09,2.84,3.54,4.08,2.35,3.23,2.51,1.9,,,
h_1,3.39,2.66,3.46,3.57,3.37,2.2,0.07,0.72,0.9,0.74,1.2,0.73,,0.76,0.57,0.31
c_0,3.47,2.82,1.3,,2.79,2.02,0.89,0.08,0.56,0.51,0.59,0.63,0.34,0.45,0.57,0.34
g_1,3.14,3.8,4.43,3.91,2.53,2.41,1.12,0.88,0.05,0.7,0.78,0.62,0.34,0.82,,
d_0,3.35,1.58,,2.86,3.14,2.24,0.65,0.58,0.9,0.08,0.49,0.47,0.22,0.45,0.47,0.34
b_0,2.6,2.03,2.29,2.3,,3.02,0.6,0.33,0.99,0.58,0.07,0.67,0.3,0.57,0.49,0.67
f_0,,2.45,1.84,2.03,2.46,4.1,0.76,0.53,0.48,0.81,0.55,0.07,0.43,0.57,0.75,0.19
h_0,1.43,1.33,1.47,1.73,1.31,1.27,,0.39,0.53,0.31,0.32,0.38,,0.46,0.39,0.36
a_0,3.31,3.63,3.01,4.38,3.54,,1.14,0.41,0.46,0.58,0.27,0.57,0.34,0.05,0.49,0.34
e_0,3.19,,2.47,4.36,2.38,,0.83,0.43,,0.75,0.64,0.22,0.35,0.42,0.04,0.37
g_0,1.75,1.97,2.07,1.54,1.98,,0.33,0.48,,0.31,0.28,0.35,0.17,0.41,0.26,
