,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,g_0,a_0,e_0
e_1,10188.27,1351.37,1564.34,2171.9,2868.89,11923.86,1463859.88,2896536.29,7558070.64,4715781.7,14222035.13,12270462.08,39192126.29,77520336.96,57441170.31,32532104.2
f_1,1969.57,11661.69,1392.36,1748.26,2305.83,13351.83,1175827.63,3309915.18,4605135.64,8014459.08,14086405.99,3609232.49,36933698.35,75760899.6,49606830.09,79278847.42
d_1,1064.2,1235.95,17825.83,1501.0,2949.55,10312.98,1110044.9,3008031.31,1339007.09,13291122.11,14757978.75,14839400.38,45096003.01,98708911.09,81186461.29,81311480.13
c_1,1028.6,1120.97,1885.14,21019.98,4723.86,13432.65,1305043.91,3176510.55,3815588.9,1743924.1,7735488.58,12398403.45,46339332.48,92052510.4,78500696.27,73963540.9
b_1,916.88,1276.23,1686.1,2086.3,33447.52,24509.82,892742.61,2589237.95,4331545.27,7444488.88,4566700.54,15499899.87,53288676.25,99458496.84,57998930.05,86788695.88
a_1,1087.44,1208.24,1341.26,2063.24,3170.06,246851.57,1301257.29,3297211.1,4327116.47,4489108.22,14481633.36,13991130.13,39761340.31,101053204.7,22256174.93,69979745.6
h_1,1507.81,2689.72,3222.25,3117.77,5055.99,20322.13,7921403.78,5930296.44,6504030.01,9535748.02,27342795.17,30471737.74,24004676.94,207966490.49,145976527.85,178030561.75
g_1,1547.41,1998.47,4507.42,3756.12,3491.93,19690.04,2093186.8,26467474.68,5488950.18,8807584.72,20083356.63,41926431.54,64183247.67,66672115.28,134585295.9,164652542.66
d_0,1897.52,2284.0,943.42,6095.58,5638.92,22725.71,1998607.46,5916352.18,19389015.22,8100235.5,20833390.09,31353743.56,78053501.1,163416233.64,121540864.52,168812510.2
c_0,2184.71,2044.11,3637.88,1557.74,2979.09,26181.7,2612390.83,7713666.65,8251067.19,33445771.27,52024847.42,32720461.13,63980601.06,231432073.94,153298975.03,115230137.05
b_0,1764.87,2271.55,3304.41,4711.78,1693.25,21793.84,2809162.48,5489880.22,8289205.23,8307535.19,76043699.33,23624921.12,76932160.17,206628103.91,249645079.29,171830978.16
f_0,1627.23,1032.82,3500.23,3785.3,4915.5,25354.91,1992253.19,6723069.46,7274410.26,12177691.08,26180245.8,80236261.21,84138872.62,241883845.02,149661372.24,383222512.94
h_0,1597.01,3401.69,2826.16,3302.22,4370.78,25745.87,912321.14,6534995.72,7744333.4,9860220.23,21707592.0,20957306.48,25192743.84,211014660.67,145637047.55,146682987.75
g_0,1434.06,1866.98,5571.33,3172.16,4945.59,22774.25,2075193.79,1869147.88,5516311.98,7846032.45,26151393.86,34638360.34,68287494.76,79318803.05,105822525.92,128257793.15
a_0,1951.09,2190.63,3102.51,4243.03,4212.49,17228.78,2224010.97,5656063.08,7669492.03,15828123.27,30574662.33,27315705.4,98623039.1,208905961.21,542982055.89,129369854.94
e_0,740.68,2175.96,3068.81,4594.61,5346.57,30106.87,2469008.97,6082355.33,7252978.92,13651176.11,27028510.17,33302445.62,77143235.3,191072854.01,136244759.32,709039466.7
