,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.04,1.04,0.92,0.9,1.03,1.0,1.39,1.02,0.94,1.07,1.08,1.32,0.88,1.12
f_1,1.24,1.0,1.0,0.99,0.98,0.97,0.84,1.15,0.95,0.84,0.96,0.73,0.88,0.87,0.88,1.13
d_1,0.96,1.0,1.0,1.0,0.92,1.03,0.93,0.9,0.97,1.49,1.06,0.95,0.98,0.9,1.05,0.76
c_1,0.96,1.01,1.0,1.0,1.35,1.07,1.0,1.05,0.7,0.91,0.84,0.91,1.0,0.96,1.02,0.91
b_1,1.09,1.03,1.08,0.74,1.0,1.5,0.95,0.97,0.98,1.15,1.11,1.03,1.02,0.78,0.82,1.01
a_1,1.11,1.03,0.97,0.93,0.67,1.0,1.34,1.04,1.12,1.09,1.03,1.31,1.04,1.0,1.13,0.91
h_1,0.96,1.22,1.1,1.02,1.03,0.76,1.0,1.16,0.82,0.87,1.04,1.03,0.93,0.69,0.93,1.17
g_1,0.95,0.85,1.11,0.92,1.01,0.99,0.85,1.0,1.02,0.95,1.21,1.28,1.02,0.97,1.07,1.32
d_0,0.69,1.13,0.9,1.48,1.05,0.88,1.23,1.03,1.0,0.74,0.99,1.03,1.09,1.12,0.9,1.12
c_0,0.99,1.26,0.67,1.12,0.88,0.86,1.15,1.11,1.31,1.0,1.46,1.01,1.1,1.28,1.02,1.17
b_0,1.01,1.01,0.92,1.27,0.89,1.0,0.98,0.84,1.04,0.64,1.0,0.94,1.11,1.35,1.0,1.17
f_0,0.94,1.41,1.02,1.09,0.96,0.74,0.96,0.83,1.0,0.98,1.09,1.0,1.04,1.07,1.38,0.75
h_0,0.88,1.14,1.0,1.07,0.98,0.93,1.16,0.96,0.96,0.89,0.89,0.9,1.02,1.06,0.97,1.37
a_0,0.75,1.16,1.03,1.1,1.37,,1.46,0.99,0.89,0.8,0.76,0.91,0.92,1.0,1.22,0.93
e_0,1.06,1.25,0.92,1.01,1.21,0.88,1.1,1.0,1.08,0.98,0.96,0.68,1.03,0.82,1.0,1.2
g_0,0.87,0.87,1.34,1.12,0.96,1.04,0.88,0.76,0.86,0.85,0.85,1.32,0.75,1.06,0.88,1.03
