,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.44,0.99,2.39,2.33,2.1,1.96,0.68,0.65,0.53,0.51,0.55,0.44,0.32,0.44,0.94,0.35
f_1,1.92,0.44,1.74,2.0,2.04,1.8,0.42,0.6,0.44,0.34,0.82,0.36,0.21,0.35,0.35,0.36
d_1,2.23,2.45,0.41,2.2,2.42,2.08,0.52,0.35,1.24,0.41,0.36,0.4,0.32,0.32,0.44,0.19
c_1,1.79,2.35,2.56,0.41,2.1,2.05,0.75,0.67,0.25,1.0,0.42,0.44,0.29,0.56,0.38,0.3
b_1,2.21,2.91,2.46,1.16,0.39,2.5,0.66,0.89,0.44,0.64,0.48,1.0,0.34,0.49,0.47,0.33
a_1,3.07,3.46,2.3,3.46,1.43,0.33,0.83,0.85,0.7,0.49,0.67,0.7,0.56,1.78,0.46,0.5
h_1,3.19,3.36,3.15,3.09,2.9,3.84,0.34,1.04,0.76,0.6,0.67,0.6,0.68,0.59,0.64,0.44
g_1,3.36,4.05,3.75,4.19,3.3,4.22,0.72,0.31,0.81,0.68,0.73,0.84,0.42,0.72,0.62,0.8
d_0,1.88,3.82,8.51,4.09,3.69,3.81,1.28,1.45,0.38,0.73,0.8,0.75,0.59,0.79,0.79,0.72
c_0,4.14,4.67,1.84,10.26,3.61,3.91,1.09,1.2,1.3,0.38,0.82,1.11,0.65,0.84,0.81,0.66
f_0,3.76,6.02,4.53,4.27,3.25,3.82,1.15,0.68,0.84,0.75,0.35,0.77,0.55,0.69,0.82,0.34
b_0,4.12,4.0,3.31,5.41,7.65,3.32,1.2,1.04,0.83,0.39,0.89,0.37,0.52,0.99,0.87,0.62
h_0,4.54,4.39,4.89,4.27,4.51,3.59,2.09,1.23,1.12,0.99,0.72,0.9,1.14,0.68,0.82,0.6
a_0,4.43,4.62,4.94,5.99,6.26,6.33,1.29,1.37,1.35,0.93,1.01,0.53,0.68,0.33,1.16,0.78
e_0,7.92,9.5,4.2,5.74,4.58,4.98,1.44,1.2,0.9,0.77,0.45,0.84,0.52,0.86,0.32,0.59
g_0,4.75,5.95,5.16,5.38,5.89,4.94,1.28,2.26,1.13,0.93,0.98,0.78,0.5,0.84,0.86,0.94
