,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
f_1,1.15,91.45,96.43,77.5,70.42,74.44,14.07,26.21,21.55,15.1,,17.93,7.9,15.04,13.79,14.8
e_1,46.38,1.15,99.11,77.5,76.46,103.39,26.77,22.94,18.05,13.76,25.55,20.69,13.0,15.04,,10.96
d_1,80.65,89.22,1.15,91.18,86.32,124.07,25.94,17.48,,19.97,17.56,13.45,10.89,17.0,15.44,6.43
c_1,112.42,96.26,89.2,1.15,116.35,116.31,25.94,28.23,10.12,,20.07,21.52,16.12,17.77,17.55,15.58
b_1,132.5,110.85,127.43,64.58,1.15,116.31,33.2,29.36,20.24,26.91,20.81,,17.52,26.07,24.13,
a_1,148.4,261.29,237.87,193.75,89.2,1.15,48.82,29.36,24.74,38.69,43.23,44.83,25.19,,,21.14
h_1,95.13,114.31,91.49,100.0,95.57,71.58,2.0,26.21,20.24,19.97,17.03,20.69,,27.93,13.31,11.38
g_1,109.12,114.31,99.11,114.81,121.64,116.31,21.28,2.0,21.55,36.41,24.43,21.52,10.89,26.07,29.69,
d_0,100.27,45.72,,96.88,60.82,169.18,24.41,38.63,3.01,22.11,23.42,15.82,9.83,17.0,16.78,19.73
c_0,92.75,89.22,55.75,,133.8,116.31,29.64,33.36,20.88,2.98,15.61,25.62,13.9,24.44,21.44,10.57
f_0,,118.0,84.95,77.5,133.8,116.31,25.15,24.47,17.58,22.93,2.99,28.32,16.12,27.93,22.71,13.45
b_0,103.06,140.69,127.43,134.78,,124.07,36.09,30.58,24.74,10.32,29.58,2.88,16.79,,25.73,14.1
h_0,103.06,98.86,96.43,110.71,83.63,68.93,,31.91,23.03,28.14,15.19,18.55,,17.0,15.44,16.44
a_0,185.5,182.9,162.18,147.62,223.0,,59.29,30.58,29.04,22.11,40.14,,36.64,2.96,35.09,
e_0,206.11,,142.72,193.75,191.14,,34.58,38.63,44.53,28.14,14.79,48.91,28.79,30.08,2.99,
g_0,176.67,174.19,137.23,163.16,,116.31,34.58,,27.83,30.95,20.07,24.45,10.33,,,
