,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,97.25,66.88,91.99,163.5,175.85,600.04,10145.57,18911.04,39452.32,28153.1,45240.37,51949.1,130812.98,128099.58,141208.18,211643.47
f_1,92.4,102.45,90.31,134.44,161.02,526.36,9033.59,17083.77,26465.73,24416.08,33063.43,47177.48,112495.04,95259.44,114729.16,233330.99
d_1,62.42,64.78,134.12,105.49,143.88,537.4,7804.37,15847.08,21031.69,39126.83,39246.04,51907.94,112820.66,104632.21,136279.91,180787.13
c_1,47.17,56.43,79.64,173.36,207.19,490.52,7590.66,15282.08,17627.53,18418.79,29624.38,31857.63,96068.66,88743.96,123378.18,170044.26
b_1,44.67,53.8,71.72,90.65,208.76,732.71,7911.6,15201.46,18817.58,23480.97,33874.5,31945.97,95047.55,82978.43,118946.41,178302.93
a_1,29.98,40.08,49.47,67.18,72.27,599.15,5320.04,8293.28,13274.35,14820.42,20470.41,25172.84,61256.67,48495.88,71309.83,117356.56
h_1,15.79,20.01,26.33,33.61,37.99,129.37,3104.39,5734.92,6205.28,7050.0,10771.33,11965.91,27871.94,27840.36,37460.44,60302.26
g_1,12.44,14.3,24.13,25.08,30.54,116.83,1848.11,5201.34,4888.46,5991.45,11212.64,9072.17,23085.5,22846.88,36004.88,40783.51
d_0,9.69,13.12,15.75,36.82,34.56,114.49,1866.74,3398.08,5755.18,4492.4,8060.03,8737.29,24063.74,22842.85,30943.52,46317.76
c_0,12.1,13.16,16.87,22.82,27.46,104.22,1776.48,3382.52,5073.24,6374.64,8477.2,14609.95,24765.63,25662.0,31012.13,44258.18
f_0,8.96,11.44,16.73,23.84,27.29,101.47,1595.07,3030.56,4247.56,4560.03,8574.22,8430.06,21222.32,20282.66,41141.47,38210.8
b_0,10.1,10.88,15.07,21.63,24.11,77.57,1463.98,3089.49,3834.17,3612.72,6745.34,9588.74,20884.04,29287.45,26215.21,36407.64
h_0,7.62,9.8,12.07,16.29,19.2,71.57,957.56,2592.15,3087.64,3126.28,4996.91,5300.05,13464.31,11654.05,18619.39,29508.88
a_0,7.3,8.67,11.93,15.09,19.7,63.32,1161.1,2126.38,2831.86,3093.25,4685.97,4741.03,15941.01,17688.67,18785.02,25486.78
e_0,6.02,8.76,10.86,13.92,19.11,56.5,1077.09,1992.26,2634.07,3146.71,3345.07,5643.68,13801.71,13734.67,21991.09,25615.47
g_0,5.95,5.86,13.05,14.64,14.25,54.91,901.18,1803.26,2299.67,2922.34,4985.85,5345.91,11997.81,12079.09,14488.88,20561.78
