,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,11750.44,3656.7,5223.79,3674.47,6613.5,30719.77,3212381.81,15326503.92,10468349.81,8170319.35,22232143.26,28706988.34,92852987.37,138362254.44,113850193.29,345478995.33
f_1,5341.34,14092.15,4110.86,3693.37,6100.07,34393.0,3238673.15,8769510.63,10762203.78,7503685.97,19268185.03,10309802.3,77773721.74,128477974.6,116531621.38,277964439.75
c_1,2792.82,3270.72,17718.15,4890.21,12875.99,27697.78,3638063.27,7356834.84,4251459.45,10016293.85,15723834.74,23281231.37,72845416.7,114852879.17,210936136.05,289951189.63
d_1,2488.47,4487.7,3315.03,21340.92,6697.03,32207.98,4241823.13,3886556.25,19922968.97,10438069.08,20373871.23,25679369.11,76486080.69,128864573.71,166592999.43,304045925.18
b_1,2883.78,3094.46,4408.68,4974.62,33223.06,72488.42,4176732.5,8959337.42,9929745.26,7314028.88,8623240.42,22948572.66,63061271.14,111870491.32,162103089.66,356791042.95
a_1,2743.23,3791.72,4237.2,5612.71,6469.54,258377.73,4066451.18,6386137.11,10999658.99,8416563.56,19810622.54,29057419.86,40975291.41,162948348.06,247381831.57,358620471.16
h_1,3275.25,5158.27,4228.43,7605.09,7898.54,47533.6,10725681.51,8475073.06,12885277.5,15549738.07,24735783.17,27230874.58,90411263.56,107541426.24,260171394.56,585344227.35
d_0,3522.39,4112.69,10232.36,3208.9,8217.67,40479.9,3752574.67,18121286.25,9875863.02,9897092.17,25431374.16,28034108.39,102996302.68,177512249.04,255524812.19,337434459.7
c_0,3436.64,4417.25,3489.5,6856.05,7360.96,48187.65,4593631.15,10260796.71,23948058.74,12761091.09,48849632.78,35273781.87,119506077.96,168866334.03,276712817.97,462981246.85
g_1,3077.25,3617.04,4957.7,10196.97,7683.01,36456.68,4549209.77,7841770.9,14288064.51,33537629.92,25932593.12,47194338.51,94994873.5,169202386.44,245875170.59,252970539.59
b_0,3583.53,4267.52,4921.97,7423.86,4840.02,48881.88,4751492.06,9503163.04,12890202.08,14194448.64,49836560.96,28701770.17,227384704.67,154682834.03,261391995.28,442247114.14
f_0,2857.91,2490.66,5544.92,6935.92,8717.67,39167.95,4974372.39,11706240.73,15591522.03,11137730.44,34655124.38,71425507.19,114472239.65,162859498.01,567360813.82,421158591.91
a_0,4052.76,4630.59,6281.11,5524.07,8179.95,16192.93,4996230.29,12100340.26,14631783.23,14109314.47,26911706.79,32624762.68,259745340.85,173983495.67,234786633.43,464166858.24
h_0,3323.38,5683.69,5815.55,6550.7,6831.61,48445.59,2588745.57,9826297.68,11237759.72,14925366.72,28733666.06,31665495.82,91988098.34,119123834.87,254050015.51,520547486.25
e_0,1699.46,4026.68,7195.56,6931.39,10609.09,49336.67,4150286.69,11186055.54,10636670.25,11968848.47,25551231.45,32616327.06,110115164.78,222285488.06,701005805.51,432908562.71
g_0,3161.46,3351.28,4972.54,10359.48,7653.93,44506.65,4587518.54,9076123.72,14444860.83,7827185.75,27500534.01,41164917.28,92442360.56,182648977.21,237995798.17,282208443.89
