,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.61,1.3,0.97,1.66,1.4,1.5,4.77,4.29,12.33,5.97,6.09,5.93,9.89,5.88,3.15,8.69
f_1,2.18,5.76,1.11,1.31,1.24,1.02,4.16,3.64,6.22,5.82,6.92,2.59,9.22,5.49,4.64,10.33
d_1,1.33,1.42,6.61,0.86,1.05,1.26,5.31,4.7,2.29,13.34,7.66,6.88,9.66,7.9,7.59,8.57
c_1,1.19,1.25,1.3,6.8,2.48,0.89,4.68,4.11,4.87,1.54,5.07,6.71,7.76,6.04,7.38,8.22
b_1,1.16,1.16,1.53,1.57,7.44,2.45,3.86,4.97,5.58,4.5,2.22,6.06,8.56,4.26,7.1,7.94
a_1,1.18,1.55,1.51,1.24,1.07,11.61,5.19,4.72,5.46,6.64,5.77,7.83,10.39,2.4,6.23,10.09
h_1,1.28,2.13,1.67,1.64,1.47,1.7,15.74,7.8,5.41,6.67,7.43,6.89,6.01,7.62,8.04,14.57
g_1,1.24,1.44,2.69,1.53,1.05,1.4,5.53,19.85,5.66,7.08,7.33,12.16,9.89,6.76,9.43,6.98
d_0,1.35,1.59,0.69,3.12,1.85,1.54,6.34,6.62,14.76,5.6,6.62,6.91,10.99,7.96,7.85,10.16
c_0,1.5,1.95,1.75,1.04,1.3,1.39,6.76,6.07,6.91,15.44,14.73,7.27,12.63,10.66,11.16,12.03
b_0,1.74,1.71,1.76,1.56,0.82,1.36,6.3,6.64,7.38,7.37,17.92,6.16,11.7,19.1,7.77,12.54
f_0,1.26,1.04,2.37,1.63,1.59,1.69,6.01,6.6,6.38,8.32,8.73,19.21,13.46,7.42,16.98,12.05
h_0,1.52,2.3,1.52,1.59,1.88,1.21,3.4,7.98,7.86,8.0,7.14,7.14,6.05,5.78,7.62,16.48
a_0,1.67,1.65,2.04,1.43,1.32,1.03,5.11,6.85,6.33,8.66,7.64,6.2,13.1,24.87,9.18,12.7
e_0,0.89,1.92,1.56,1.59,1.84,1.84,6.86,5.92,7.34,8.9,9.21,6.62,14.92,8.5,24.9,10.34
g_0,1.73,1.25,2.36,1.6,1.46,1.56,5.81,4.27,6.67,6.57,7.45,11.28,10.38,9.17,8.75,7.43
