,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.34,1.07,0.98,1.35,1.16,1.07,2.53,3.79,2.46,2.1,2.91,2.8,3.61,2.87,3.48,2.09
f_1,1.71,2.37,1.12,1.03,1.06,1.07,1.92,2.31,2.19,1.93,2.43,1.55,2.45,2.48,2.59,1.55
d_1,1.16,1.18,2.54,0.96,0.97,1.09,2.25,1.4,4.0,2.28,2.61,2.92,3.34,2.33,2.99,2.74
c_1,1.04,1.2,1.21,2.64,1.77,0.92,2.16,2.11,1.14,1.9,1.83,2.53,2.5,2.8,2.97,2.59
b_1,1.05,1.31,1.2,0.9,2.82,1.9,2.1,2.55,2.73,2.18,1.43,1.94,3.22,1.88,2.82,2.66
a_1,1.08,1.25,1.19,1.33,0.93,3.3,2.24,2.66,2.2,2.49,2.43,2.33,3.12,1.76,3.3,2.81
h_1,1.12,1.63,1.18,1.24,1.25,1.2,3.87,2.8,2.42,3.16,2.67,2.8,2.94,2.29,4.4,2.8
d_0,1.12,1.21,1.02,2.09,1.32,1.16,2.33,3.74,2.3,2.35,2.82,2.96,3.56,2.47,3.46,2.71
c_0,1.3,1.38,1.12,1.16,1.04,1.4,2.78,3.08,3.93,2.31,4.69,3.34,3.89,3.47,3.6,2.79
g_1,1.25,1.05,1.68,1.36,1.07,0.98,2.05,2.65,2.85,4.73,2.78,4.15,2.81,2.65,2.06,3.23
b_0,1.16,1.3,1.47,1.47,1.08,1.04,2.54,2.5,2.16,2.53,4.26,2.85,3.64,4.73,3.73,3.19
f_0,0.9,0.91,1.38,1.44,1.66,1.38,2.33,2.78,2.7,2.41,2.83,4.42,3.92,2.74,3.07,5.49
h_0,1.08,1.71,1.28,1.41,1.1,1.3,1.49,2.69,2.51,3.09,3.1,2.18,2.47,2.39,4.15,2.83
a_0,1.21,1.27,1.5,1.29,1.53,0.84,2.75,3.1,2.54,2.5,2.42,2.81,3.76,5.04,2.94,2.85
g_0,0.88,1.1,1.81,1.36,1.47,1.16,2.13,2.35,2.69,1.91,2.88,4.07,3.31,3.21,2.85,3.71
e_0,0.75,1.66,1.16,1.43,1.42,1.39,2.44,2.84,2.49,2.13,2.37,2.56,3.71,2.48,2.99,5.23
