,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,1.49,1.3,1.34,1.28,1.23,0.44,0.63,0.51,0.45,0.41,0.75,0.32,0.42,0.39,0.44
e_1,0.93,0.66,1.43,1.68,1.41,1.17,0.79,0.62,0.62,0.54,0.54,0.69,0.49,0.5,0.69,0.51
d_1,1.58,1.72,0.65,1.31,1.41,1.22,0.65,0.43,0.83,0.61,0.51,0.5,0.42,0.55,0.54,0.28
c_1,1.64,1.22,1.71,0.63,1.67,1.23,0.79,0.69,0.33,0.62,0.55,0.47,0.41,0.5,0.5,0.39
b_1,1.85,1.46,1.59,0.92,0.62,1.86,0.68,0.92,0.57,0.64,1.17,0.53,0.54,0.51,0.63,0.44
a_1,2.12,2.03,1.96,2.23,0.94,0.57,0.91,0.74,0.77,0.74,0.74,0.57,0.59,0.99,0.68,0.65
h_1,2.39,2.21,1.74,2.0,2.21,1.79,0.59,1.1,0.77,0.73,0.73,0.67,0.73,0.73,0.64,0.74
g_1,2.48,2.45,2.37,2.37,2.24,2.62,0.79,0.55,0.83,0.78,0.72,0.8,0.49,0.63,0.73,0.66
d_0,2.43,1.42,3.37,3.26,2.78,2.14,1.34,1.44,0.63,0.71,0.87,0.78,0.74,0.84,0.74,0.85
c_0,2.64,2.22,1.59,4.49,2.38,2.05,1.23,1.19,1.27,0.63,1.0,0.93,0.73,0.94,0.75,0.7
b_0,2.61,2.47,2.36,3.01,3.33,2.16,1.08,1.36,0.88,0.56,0.61,0.9,0.74,1.02,0.66,0.73
f_0,3.59,2.3,2.35,2.67,2.61,2.74,1.3,0.85,1.01,0.82,0.9,0.58,0.8,1.05,0.86,0.51
h_0,3.02,2.39,2.37,2.8,2.99,2.18,1.74,1.37,0.98,0.96,0.97,0.89,0.99,0.88,0.83,0.78
a_0,2.86,2.82,2.57,2.95,4.78,3.73,1.28,1.46,0.94,0.8,0.6,0.93,0.85,0.56,0.96,0.77
e_0,3.92,3.47,2.55,2.97,2.6,2.31,1.39,1.21,1.27,1.04,1.12,0.62,0.87,1.01,0.57,0.93
g_0,2.98,2.63,3.14,3.35,3.16,2.27,1.05,1.71,1.06,0.94,1.04,1.14,0.74,1.17,0.93,0.99
