,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.42,1.11,1.08,1.43,1.27,1.38,2.55,3.91,2.65,2.85,2.7,2.92,3.3,3.2,3.4,2.23
f_1,1.98,2.5,1.16,1.16,1.06,0.96,1.88,2.72,2.12,2.51,2.5,1.7,2.95,2.47,3.19,1.71
d_1,1.21,1.36,2.54,1.08,1.16,1.15,2.54,2.11,2.03,4.13,3.29,2.84,3.48,2.76,3.04,2.72
c_1,1.07,1.27,1.27,2.56,1.9,1.18,2.46,2.2,2.27,1.54,2.13,2.26,3.37,2.41,3.19,2.91
b_1,1.11,1.23,1.32,1.05,2.68,2.06,2.38,2.5,2.28,2.67,1.77,2.97,3.06,2.16,2.96,3.14
a_1,1.08,1.37,1.37,1.4,1.06,3.24,2.41,2.69,2.47,2.98,3.33,3.06,3.51,2.31,3.12,2.81
h_1,1.21,1.81,1.41,1.23,1.18,1.23,4.14,3.13,3.29,2.9,2.46,2.83,2.96,3.06,5.58,3.34
d_0,1.21,1.29,0.96,2.32,1.44,1.4,2.46,3.97,2.59,2.16,2.98,2.97,4.14,2.71,3.66,2.95
g_1,1.15,1.22,1.97,1.4,1.32,1.06,2.35,2.5,4.65,2.74,2.97,4.31,3.41,3.11,2.99,3.53
c_0,1.31,1.49,1.19,1.42,1.25,1.33,2.6,3.41,2.86,4.14,5.16,3.14,4.22,3.68,4.03,3.33
b_0,1.5,1.53,1.27,1.56,1.1,0.82,3.24,2.79,2.95,2.45,4.51,3.39,4.35,5.65,3.41,2.66
f_0,1.11,1.07,1.53,1.57,1.37,1.34,2.83,2.96,2.57,2.73,2.85,4.48,4.01,3.03,3.81,6.07
h_0,1.37,1.73,1.24,1.48,1.51,1.03,2.16,2.66,3.38,2.58,2.98,2.83,2.94,2.94,4.12,3.25
a_0,1.25,1.57,1.57,1.43,1.33,0.78,2.94,3.16,2.81,2.77,2.55,3.21,4.62,5.11,4.81,3.19
g_0,1.18,1.23,1.97,1.38,1.42,1.31,2.03,2.42,2.19,3.03,3.1,3.91,3.5,2.5,3.42,3.54
e_0,1.0,1.87,1.64,1.42,1.24,1.22,2.74,2.89,2.83,3.01,3.51,2.55,4.07,3.29,3.92,5.2
