,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.95,1.12,1.08,1.03,1.08,1.23,1.01,1.5,1.03,1.24,1.11,0.95,1.12,1.19
f_1,1.31,1.0,0.94,1.0,0.86,0.97,0.83,1.01,0.94,0.92,0.95,0.91,0.79,0.91,0.85,0.89
d_1,1.04,1.07,1.0,1.01,0.93,0.85,1.08,0.8,1.22,1.15,1.11,1.01,0.98,0.91,1.02,0.85
c_1,0.9,1.0,0.99,1.0,1.45,0.73,0.92,1.12,0.87,0.71,0.99,0.91,1.04,1.05,0.96,1.01
b_1,0.92,1.16,1.09,0.69,1.0,1.68,0.95,1.04,1.08,0.89,0.89,0.97,1.0,0.9,0.97,0.94
a_1,0.96,1.03,1.17,1.38,0.59,1.0,1.28,0.99,0.93,1.16,1.02,1.03,1.32,1.03,1.0,1.25
h_1,0.96,1.22,0.95,1.07,0.99,0.87,1.0,1.1,0.93,0.88,0.98,0.84,0.98,1.01,0.97,1.19
g_1,0.84,0.95,1.26,0.92,0.95,0.98,0.94,1.0,0.97,0.84,0.92,1.21,0.94,1.05,0.92,0.98
c_0,1.02,1.06,0.8,1.14,0.88,1.07,1.06,0.98,1.0,1.1,1.33,1.0,1.05,1.05,1.05,1.08
d_0,0.69,1.07,0.9,1.36,1.14,0.87,1.12,1.15,0.89,1.0,0.88,0.94,0.96,1.08,1.04,1.11
b_0,0.99,1.06,0.88,1.06,1.0,0.9,1.03,1.05,0.71,1.1,1.0,0.98,1.2,1.56,1.06,0.96
f_0,0.81,1.12,0.99,1.09,0.99,0.94,1.17,0.86,0.96,1.06,1.03,1.0,1.11,1.21,1.55,0.72
h_0,0.9,1.25,1.04,0.95,0.88,0.79,1.01,1.1,0.92,1.06,0.79,0.92,1.0,0.98,0.94,1.27
a_0,1.01,1.03,1.1,0.97,1.07,1.0,0.97,1.02,0.97,0.85,0.67,0.89,1.0,1.0,0.88,0.93
e_0,0.96,1.18,0.99,1.11,0.99,0.9,1.01,1.05,0.87,0.93,0.99,0.7,0.97,1.25,1.0,1.05
g_0,0.94,1.05,1.19,0.98,0.99,0.94,0.89,1.04,0.92,0.92,1.03,1.32,0.8,1.06,0.94,1.0
