,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.17,0.99,1.82,1.67,1.58,1.75,0.55,0.4,0.39,0.49,0.3,0.37,0.25,0.33,0.3,1.38
f_1,1.51,0.16,1.35,1.54,1.76,2.12,0.35,0.34,0.33,0.44,0.33,1.14,0.16,0.46,0.35,0.35
d_1,1.68,1.75,0.16,2.23,1.46,1.42,0.42,1.64,0.34,0.33,0.35,0.3,0.24,0.37,0.13,0.27
c_1,1.49,1.85,1.71,0.15,1.82,1.53,0.52,0.18,0.96,0.47,0.35,0.33,0.23,0.38,0.25,0.28
b_1,1.78,1.88,2.09,0.87,0.14,1.62,0.5,0.38,0.41,0.58,1.03,0.31,0.31,0.34,0.23,0.31
a_1,2.12,1.8,1.87,1.67,0.91,0.1,0.46,0.34,0.31,0.74,0.58,0.31,0.25,1.42,0.27,0.25
h_1,1.01,0.98,0.77,1.08,1.0,0.85,0.07,0.22,0.18,0.28,0.21,0.16,0.36,0.18,0.15,0.19
d_0,0.46,1.13,2.78,0.85,1.09,0.99,0.25,0.08,0.2,0.26,0.21,0.18,0.16,0.18,0.16,0.27
c_0,1.01,0.82,0.49,5.49,0.93,0.91,0.3,0.27,0.07,0.31,0.18,0.2,0.11,0.2,0.13,0.18
g_1,0.92,0.85,1.18,0.96,1.13,1.04,0.19,0.17,0.16,0.06,0.17,0.2,0.11,0.14,0.29,0.17
b_0,0.85,0.82,0.69,1.46,3.47,0.79,0.23,0.16,0.1,0.24,0.07,0.19,0.18,0.18,0.13,0.2
f_0,0.94,2.58,0.76,0.88,1.07,0.81,0.31,0.18,0.17,0.15,0.17,0.06,0.12,0.2,0.09,0.17
h_0,0.85,0.95,1.04,0.8,1.03,0.92,0.71,0.2,0.2,0.35,0.15,0.15,0.32,0.14,0.15,0.17
a_0,1.1,0.84,0.91,1.28,0.94,2.05,0.26,0.24,0.15,0.27,0.09,0.18,0.12,0.04,0.12,0.13
g_0,0.88,0.88,0.91,0.96,0.97,0.94,0.22,0.29,0.19,0.64,0.21,0.18,0.1,0.15,0.47,0.16
e_0,3.55,0.92,0.87,0.7,1.05,0.86,0.26,0.18,0.19,0.2,0.19,0.08,0.18,0.14,0.16,0.04
