,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.74,1.14,0.91,0.89,0.65,0.46,0.6,0.47,0.42,0.35,0.33,0.33,0.29,0.39,
f_1,1.35,1.0,0.85,0.91,0.87,0.92,0.43,0.39,0.47,0.39,0.43,,0.28,0.45,0.42,0.37
d_1,0.88,1.17,1.0,1.31,0.76,0.59,0.59,,0.58,0.31,0.49,0.43,0.36,0.35,0.24,0.24
c_1,1.1,1.1,0.76,1.0,1.32,0.91,0.6,0.36,,0.49,0.39,0.35,0.42,,0.38,0.32
b_1,1.13,1.14,1.31,0.76,1.0,0.96,0.58,0.53,0.49,0.5,,0.36,0.47,0.35,0.31,0.3
a_1,1.54,1.08,1.69,1.1,1.04,1.0,0.61,0.44,0.54,,,0.55,0.5,,0.42,
h_1,2.15,2.31,1.7,1.68,1.73,1.63,1.0,0.95,0.91,1.09,0.79,0.63,,0.59,0.8,0.66
d_0,1.68,2.57,,2.78,1.89,2.29,1.05,1.0,0.86,0.98,1.05,0.8,0.83,0.62,0.55,0.76
c_0,2.14,2.11,1.71,,2.03,1.86,1.1,1.17,1.0,1.11,1.43,0.77,0.52,0.79,0.66,0.64
g_1,2.36,2.55,3.25,2.04,2.0,,0.92,1.03,0.9,1.0,0.8,1.1,0.58,0.62,,0.8
b_0,2.88,2.34,2.05,2.57,,,1.27,0.95,0.7,1.24,1.0,0.98,1.34,1.33,0.76,0.74
f_0,3.04,,2.32,2.89,2.79,1.81,1.6,1.24,1.3,0.91,1.02,1.0,0.78,0.9,0.68,1.08
h_0,2.99,3.57,2.77,2.37,2.13,2.02,,1.21,1.91,1.71,0.75,1.28,,0.97,1.17,0.72
a_0,3.43,2.21,2.85,,2.84,,1.69,1.62,1.26,1.62,0.75,1.11,1.03,1.0,0.92,0.98
g_0,2.55,2.38,4.24,2.63,3.26,2.37,1.25,1.8,1.52,,1.31,1.47,0.86,1.09,,
e_0,,2.7,4.1,3.1,3.38,,1.51,1.31,1.57,1.25,1.35,0.92,1.38,1.02,,1.0
