,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.87,1.08,0.92,0.71,0.45,0.52,0.56,0.34,0.4,0.41,0.4,0.29,0.31,0.33
f_1,1.26,1.0,0.9,0.94,0.92,0.7,0.41,0.45,0.48,0.45,0.4,0.31,0.26,0.37,0.25,0.28
d_1,1.15,1.11,1.0,0.82,0.93,0.78,0.5,0.36,0.42,0.55,0.42,0.36,0.45,0.33,0.34,0.25
c_1,0.92,1.07,1.21,1.0,1.4,0.57,0.51,0.43,0.29,0.32,0.39,0.4,0.35,0.31,0.31,0.33
b_1,1.09,1.09,1.08,0.72,1.0,1.39,0.46,0.57,0.65,0.55,0.46,0.47,0.4,0.36,0.32,0.34
a_1,1.42,1.43,1.29,1.74,0.72,1.0,0.8,0.63,0.6,0.47,0.57,0.58,0.46,0.42,0.4,0.38
h_1,2.27,2.44,2.01,1.95,2.12,1.22,1.0,1.28,0.78,0.81,0.86,0.8,0.8,0.81,0.68,0.7
g_1,1.88,2.24,2.78,2.31,1.73,1.56,0.79,1.0,0.89,1.02,0.73,1.16,0.68,0.73,0.87,0.67
d_0,1.76,2.27,2.36,3.68,1.62,1.69,1.25,1.15,1.0,0.9,0.92,1.0,0.97,0.81,0.79,0.79
c_0,2.71,2.33,1.81,3.79,1.84,1.85,1.24,1.04,1.13,1.0,1.28,1.09,1.02,0.91,0.86,0.92
b_0,2.4,2.6,2.46,2.82,2.07,1.64,1.1,1.34,1.1,0.79,1.0,0.99,0.89,1.18,0.68,0.77
f_0,2.46,3.68,2.77,2.48,2.1,1.69,1.18,0.89,1.03,0.92,1.05,1.0,0.91,0.76,1.49,0.65
h_0,2.29,3.98,2.19,2.95,2.38,2.2,1.26,1.49,1.01,0.98,1.09,1.1,1.0,0.94,0.88,0.92
a_0,3.25,2.8,3.0,3.04,2.9,2.23,1.3,1.35,1.33,1.15,0.84,1.22,1.06,1.0,0.86,0.91
e_0,3.26,3.8,2.81,3.29,2.9,2.35,1.46,1.11,1.41,1.2,1.53,0.67,1.17,1.15,1.0,1.0
g_0,2.96,3.39,4.03,2.98,2.92,2.77,1.38,1.53,1.17,1.14,1.27,1.55,1.12,1.1,0.99,1.0
