,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,g_0,a_0,e_0
d_1,2.46,1.58,1.58,1.23,1.49,1.39,2.82,2.62,4.89,2.87,3.94,3.44,4.27,4.09,3.4,3.04
e_1,1.3,2.46,1.34,1.77,1.47,1.49,3.24,3.05,3.23,4.97,3.56,3.73,3.9,4.2,3.57,3.05
f_1,1.39,2.16,2.51,1.56,1.37,1.32,2.67,2.56,2.71,3.1,3.01,2.57,3.39,3.49,3.08,2.65
c_1,1.55,1.25,1.48,2.61,2.38,1.42,2.81,2.92,1.94,2.53,2.07,2.75,4.09,3.98,3.03,3.69
b_1,1.5,1.45,1.63,1.29,2.77,2.69,2.59,2.74,3.01,3.17,2.5,3.39,4.08,4.06,2.29,3.42
a_1,1.65,1.54,1.59,1.54,1.21,3.31,3.06,2.99,3.51,3.38,3.78,3.77,4.48,3.44,3.01,3.22
h_1,1.68,1.29,1.92,1.39,1.63,1.51,4.23,4.0,3.49,2.98,3.2,3.49,3.58,5.13,3.8,3.85
g_1,2.25,1.35,1.59,1.35,1.54,1.38,2.58,4.65,3.23,2.46,3.23,4.16,3.65,3.71,3.8,3.91
c_0,1.51,1.57,1.85,1.48,1.3,1.4,3.15,3.12,4.33,3.64,5.51,3.54,4.59,4.41,4.78,3.73
d_0,1.3,1.25,1.7,2.51,1.48,1.44,3.18,3.22,2.32,4.26,2.95,3.51,4.26,4.53,3.69,4.1
b_0,1.57,1.47,1.81,2.0,1.29,1.04,3.17,3.1,2.95,3.66,4.56,3.18,4.63,4.42,6.89,3.79
f_0,1.75,1.38,1.44,1.78,1.5,1.44,3.1,3.08,3.44,3.43,3.63,4.68,4.71,4.0,3.63,6.01
h_0,1.65,1.54,2.09,1.58,1.35,1.4,2.49,3.71,3.07,3.25,3.18,2.85,3.53,5.47,2.96,3.59
g_0,1.99,1.41,1.53,1.51,1.47,1.78,2.75,2.63,3.45,3.18,3.37,4.96,3.66,3.91,3.57,3.92
a_0,1.64,1.4,1.71,1.92,1.87,1.07,2.74,3.13,2.89,3.2,2.71,3.39,5.2,4.63,5.37,3.63
e_0,1.66,1.27,1.87,1.57,1.55,1.53,3.21,3.01,3.08,3.03,3.49,3.25,4.85,4.22,3.93,5.4
