,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.36,0.98,0.9,0.83,0.62,0.42,0.44,0.38,0.4,0.38,0.33,0.29,0.3,0.3,0.32
e_1,0.74,1.0,0.97,0.85,0.98,0.64,0.59,0.46,0.66,0.45,0.41,0.49,0.39,0.31,0.36,0.32
d_1,1.02,1.03,1.0,1.04,0.95,0.8,0.47,0.35,0.43,0.57,0.43,0.37,0.33,0.34,0.35,0.27
c_1,1.12,1.18,0.96,1.0,1.33,0.55,0.55,0.47,0.28,0.3,0.36,0.36,0.33,0.37,0.35,0.31
b_1,1.2,1.02,1.05,0.75,1.0,1.48,0.71,0.56,0.57,0.54,0.62,0.46,0.41,0.39,0.36,0.38
a_1,1.62,1.55,1.25,1.83,0.67,1.0,0.74,0.63,0.53,0.63,0.64,0.49,0.49,0.5,0.45,0.39
h_1,2.5,1.65,2.15,1.85,1.44,1.35,1.0,1.33,0.9,0.83,0.83,0.76,1.12,0.61,0.7,0.72
g_1,2.26,2.07,2.75,2.15,1.69,1.63,0.75,1.0,0.79,0.78,0.97,1.02,0.7,0.63,0.61,0.79
d_0,2.82,1.47,2.23,3.27,1.7,1.88,1.15,1.26,1.0,0.94,0.89,0.81,0.8,0.89,0.75,0.77
c_0,2.57,2.19,1.84,3.36,1.87,1.61,1.26,1.31,1.14,1.0,1.46,0.98,1.03,1.09,0.67,0.86
b_0,2.68,2.44,2.31,2.75,1.66,1.57,1.25,1.04,1.04,0.68,1.0,0.89,0.83,1.1,0.74,0.71
f_0,3.3,1.98,2.79,2.88,2.04,1.85,1.28,0.97,1.34,1.08,1.07,1.0,1.0,0.88,1.17,0.69
h_0,3.58,2.48,2.94,3.06,2.39,2.05,0.93,1.49,1.22,0.98,1.15,0.94,1.0,1.05,0.73,1.02
a_0,3.25,3.08,2.88,2.67,2.61,2.07,1.6,1.62,1.28,0.99,0.97,1.24,0.97,1.0,1.11,0.86
e_0,3.49,2.73,2.65,3.09,2.66,2.08,1.43,1.69,1.38,1.43,1.32,0.85,1.31,0.95,1.0,0.84
g_0,3.2,2.88,3.71,3.36,2.52,2.51,1.38,1.31,1.32,1.15,1.42,1.46,0.94,1.14,1.16,1.0
