,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.96,0.61,0.52,0.78,0.55,0.4,0.41,0.39,0.59,0.33,0.36,0.37,0.37,0.28,0.24,0.31
f_1,0.91,0.96,0.57,0.6,0.49,0.38,0.34,0.35,0.46,0.38,0.36,0.3,0.34,0.29,0.19,0.3
d_1,0.66,0.72,0.96,0.55,0.55,0.41,0.42,0.37,0.33,0.56,0.4,0.33,0.41,0.28,0.28,0.28
c_1,0.54,0.65,0.68,0.96,0.88,0.45,0.4,0.35,0.33,0.3,0.27,0.34,0.32,0.27,0.25,0.29
b_1,0.7,0.68,0.67,0.55,0.95,0.74,0.39,0.37,0.4,0.39,0.33,0.38,0.38,0.25,0.28,0.3
a_1,0.77,0.78,0.79,0.74,0.56,0.94,0.5,0.45,0.48,0.42,0.46,0.47,0.45,0.3,0.33,0.34
h_1,0.97,1.17,0.98,0.88,0.87,0.63,0.79,0.74,0.56,0.57,0.56,0.51,0.49,0.4,0.39,0.48
g_1,0.93,0.97,1.19,0.95,0.83,0.6,0.47,0.8,0.5,0.55,0.53,0.75,0.53,0.43,0.51,0.48
d_0,0.93,0.92,0.88,1.47,0.91,0.61,0.65,0.59,0.73,0.41,0.59,0.6,0.55,0.47,0.42,0.48
c_0,1.19,1.01,0.92,0.95,0.77,0.63,0.65,0.63,0.72,0.73,0.86,0.61,0.64,0.56,0.48,0.51
b_0,1.09,1.13,1.06,1.16,0.75,0.49,0.66,0.62,0.63,0.57,0.74,0.64,0.63,0.73,0.47,0.55
f_0,1.0,1.0,1.15,1.1,0.9,0.63,0.67,0.61,0.66,0.57,0.54,0.72,0.65,0.51,0.74,0.49
h_0,1.16,1.34,1.03,1.06,0.91,0.66,0.62,0.75,0.64,0.61,0.61,0.61,0.56,0.53,0.45,0.59
a_0,1.26,1.15,1.11,1.18,1.02,0.68,0.73,0.71,0.71,0.61,0.58,0.6,0.6,0.69,0.49,0.51
e_0,1.05,1.37,1.18,1.27,1.0,0.79,0.81,0.68,0.69,0.68,0.74,0.55,0.66,0.58,0.69,0.53
g_0,1.18,1.1,1.5,1.15,1.04,0.83,0.72,0.63,0.7,0.72,0.69,0.82,0.7,0.52,0.58,0.45
