,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,5.75,2.23,1.39,1.29,1.16,0.92,4.18,5.6,4.5,5.9,5.5,2.32,10.27,6.71,8.82,4.67
e_1,1.47,5.91,1.16,1.49,1.19,1.3,4.38,11.79,4.81,5.64,7.42,7.2,9.65,5.65,10.42,4.19
d_1,1.65,1.24,6.29,0.92,1.24,1.17,4.71,1.83,4.9,12.38,7.24,6.37,9.32,8.71,8.88,7.07
c_1,1.24,1.18,1.27,6.57,2.48,1.13,4.31,4.9,4.44,1.83,4.64,7.37,8.12,6.82,8.52,6.11
b_1,1.21,1.18,1.16,1.5,7.31,2.79,4.55,6.44,4.33,5.27,2.4,5.61,7.07,4.44,9.01,6.05
a_1,1.43,1.34,1.36,1.4,1.02,11.15,6.85,6.59,5.11,5.35,8.06,5.3,11.04,3.07,7.87,7.08
h_1,2.07,1.51,1.82,1.73,1.37,1.29,16.24,5.71,7.77,5.9,7.29,6.27,6.06,6.01,15.02,8.39
d_0,1.43,1.35,0.63,3.27,1.77,1.74,6.64,15.76,4.57,5.45,7.48,7.91,9.84,6.08,12.75,11.62
g_1,1.38,1.5,2.7,1.27,1.49,1.01,5.36,6.54,20.31,8.36,7.09,12.28,12.48,8.96,5.28,7.84
c_0,1.74,1.73,1.69,1.1,1.28,1.83,5.81,6.91,6.07,16.23,15.74,9.88,13.63,8.16,12.67,8.85
b_0,1.69,1.76,1.97,1.76,0.79,1.24,6.08,7.1,5.67,8.04,17.17,6.96,14.32,16.5,11.39,9.37
f_0,0.82,1.17,2.0,2.06,1.75,1.64,6.43,8.45,6.45,8.29,9.36,18.81,12.88,10.51,10.81,21.39
h_0,2.25,1.61,1.95,1.54,1.55,1.45,3.24,7.33,7.71,7.25,8.69,7.16,6.41,7.99,15.17,7.75
a_0,1.38,1.86,1.87,1.74,1.73,0.93,6.72,6.57,5.74,6.7,8.3,8.46,11.82,23.14,16.07,6.92
g_0,1.51,1.28,2.63,1.86,1.37,1.43,6.13,6.75,3.3,6.62,8.82,12.26,9.94,8.42,7.52,8.63
e_0,1.56,0.79,1.53,2.13,1.87,1.71,5.71,8.19,6.02,7.67,10.63,9.27,16.76,6.92,13.81,26.32
