,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.41,0.71,0.6,0.72,0.65,0.61,0.28,0.42,0.31,0.27,0.29,0.32,0.21,0.32,0.3,0.28
e_1,0.48,0.4,0.69,0.78,0.72,0.63,0.4,0.37,0.36,0.3,0.34,0.38,0.28,0.31,0.43,0.28
d_1,0.74,0.7,0.4,0.64,0.69,0.61,0.36,0.27,0.39,0.33,0.3,0.31,0.24,0.28,0.28,0.18
c_1,0.67,0.55,0.83,0.37,0.74,0.68,0.33,0.35,0.19,0.32,0.28,0.3,0.25,0.29,0.26,0.25
b_1,0.76,0.72,0.72,0.41,0.35,0.83,0.39,0.35,0.32,0.37,0.36,0.31,0.28,0.25,0.28,0.27
a_1,0.78,0.72,0.72,0.63,0.39,0.31,0.45,0.44,0.34,0.33,0.4,0.28,0.28,0.51,0.28,0.27
h_1,0.69,0.6,0.59,0.69,0.64,0.54,0.24,0.35,0.31,0.25,0.3,0.29,0.29,0.26,0.3,0.27
g_1,0.62,0.61,0.71,0.67,0.7,0.5,0.28,0.22,0.3,0.26,0.27,0.32,0.2,0.26,0.25,0.3
d_0,0.62,0.42,0.8,0.8,0.68,0.6,0.34,0.37,0.24,0.25,0.29,0.29,0.28,0.3,0.28,0.28
c_0,0.74,0.68,0.43,0.81,0.58,0.6,0.37,0.34,0.43,0.24,0.35,0.25,0.25,0.28,0.27,0.24
b_0,0.7,0.59,0.57,0.78,0.71,0.58,0.32,0.32,0.34,0.18,0.22,0.27,0.24,0.32,0.26,0.25
f_0,0.89,0.56,0.62,0.65,0.6,0.62,0.33,0.23,0.3,0.28,0.28,0.21,0.26,0.24,0.31,0.19
h_0,0.67,0.61,0.6,0.65,0.57,0.58,0.39,0.42,0.28,0.25,0.27,0.25,0.27,0.26,0.22,0.25
a_0,0.62,0.6,0.62,0.75,0.76,0.66,0.36,0.33,0.33,0.24,0.18,0.28,0.22,0.19,0.28,0.22
e_0,0.78,0.66,0.58,0.67,0.61,0.64,0.3,0.32,0.27,0.25,0.28,0.18,0.29,0.25,0.19,0.22
g_0,0.66,0.62,0.65,0.7,0.62,0.52,0.27,0.32,0.29,0.26,0.28,0.29,0.19,0.3,0.25,0.29
